PA,2B,3B,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,HR,K,BB,numP,HBP,SF,H,AB,FO,IBB,season,1B,SLG,OBP,OPS,AVG,BABIP,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K%,BB%,BB/K,wOBA
25924,954.0,84.0,45281,9845,18892,1675,1147,6627,1018,49,2619,2289,418,4399,2276,97076,354.0,190,5975,22768,3468,136.0,2021,4519.0,0.367,0.336,0.7030000000000001,0.262,0.306,9.3,10.1,21.7,23.7,47.2,19.9,9.1,17.0,8.8,0.5173903159809048,0.327
