game_id,date,trajectory,event,coordX,coordY,pitchername,pitcherid,pitcher_hand,batter_name,batter_id,bat_side,split_batter,split_pitcher,balls,strikes,outs,isOut
667672,2021-12-16,ground_ball,field_out,117.27,156.49,David Holmberg,571787,Left,Jared Oliva,666931,Right,vs_LHP,vs_RHB,1,2,0,True
667672,2021-12-16,fly_ball,field_out,31.02,116.83,David Holmberg,571787,Left,Carlos Sepulveda,661148,Left,vs_LHP,vs_LHB,2,1,1,True
667672,2021-12-16,ground_ball,single,105.6,152.93,David Holmberg,571787,Left,Rainel Rosario,501731,Right,vs_LHP,vs_RHB,1,2,2,False
667672,2021-12-16,line_drive,single,112.7,94.97,Yoanner Negrin,594582,Right,Justin Dean,681909,Right,vs_RHP,vs_RHB,1,1,0,False
667672,2021-12-16,ground_ball,field_out,114.22,150.39,Yoanner Negrin,594582,Right,Jorge Flores,592312,Right,vs_RHP,vs_RHB,3,2,0,True
667672,2021-12-16,ground_ball,field_out,97.99,168.18,Yoanner Negrin,594582,Right,Asael Sanchez,661313,Right,vs_RHP,vs_RHB,0,1,2,True
667672,2021-12-16,fly_ball,field_out,109.15,70.57,David Holmberg,571787,Left,Gabriel Gutierrez,468368,Right,vs_LHP,vs_RHB,1,0,0,True
667672,2021-12-16,fly_ball,field_out,167.5,127.51,Yoanner Negrin,594582,Right,Tirso Ornelas,672359,Left,vs_RHP,vs_LHB,2,2,0,True
667672,2021-12-16,line_drive,field_out,105.6,83.28,Yoanner Negrin,594582,Right,Maikel Serrano,692979,Right,vs_RHP,vs_RHB,1,1,1,True
667672,2021-12-16,ground_ball,single,124.37,167.67,Yoanner Negrin,594582,Right,Jesus Arredondo,611319,Left,vs_RHP,vs_LHB,0,0,2,False
667672,2021-12-16,fly_ball,field_out,106.61,100.57,Yoanner Negrin,594582,Right,Alan Espinoza,587275,Right,vs_RHP,vs_RHB,0,0,2,True
667672,2021-12-16,ground_ball,field_out,124.37,187.5,David Holmberg,571787,Left,Kristian Delgado,653245,Right,vs_LHP,vs_RHB,2,1,0,True
667672,2021-12-16,fly_ball,field_out,99.0,48.2,David Holmberg,571787,Left,Arel Campoy,656172,Right,vs_LHP,vs_RHB,3,1,1,True
667672,2021-12-16,fly_ball,field_out,82.26,58.37,Yoanner Negrin,594582,Right,Samar Leyva,653001,Right,vs_RHP,vs_RHB,0,0,0,True
667672,2021-12-16,ground_ball,single,170.03,122.43,Yoanner Negrin,594582,Right,Justin Dean,681909,Right,vs_RHP,vs_RHB,2,2,1,False
667672,2021-12-16,ground_ball,grounded_into_double_play,113.21,151.91,Yoanner Negrin,594582,Right,Jorge Flores,592312,Right,vs_RHP,vs_RHB,1,0,1,True
667672,2021-12-16,ground_ball,field_out,155.32,159.54,David Holmberg,571787,Left,Carlos Sepulveda,661148,Left,vs_LHP,vs_LHB,1,1,0,True
667672,2021-12-16,fly_ball,field_out,93.42,54.81,David Holmberg,571787,Left,Victor Mendoza,628013,Left,vs_LHP,vs_LHB,1,1,1,True
667672,2021-12-16,fly_ball,field_out,198.45,88.87,Yoanner Negrin,594582,Right,Kyle Martin,657674,Left,vs_RHP,vs_LHB,3,2,0,True
667672,2021-12-16,fly_ball,single,121.83,105.14,Yoanner Negrin,594582,Right,Asael Sanchez,661313,Right,vs_RHP,vs_RHB,2,2,1,False
667672,2021-12-16,fly_ball,field_out,116.25,99.04,Yoanner Negrin,594582,Right,Tirso Ornelas,672359,Left,vs_RHP,vs_LHB,1,1,1,True
667672,2021-12-16,ground_ball,single,90.38,112.77,Yoanner Negrin,594582,Right,Maikel Serrano,692979,Right,vs_RHP,vs_RHB,1,0,2,False
667672,2021-12-16,ground_ball,single,148.22,107.17,Yoanner Negrin,594582,Right,Jesus Arredondo,611319,Left,vs_RHP,vs_LHB,1,0,2,False
