season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,wOBA
2021,673.0,Aguilas de Mexicali,606477,Aneury Tavárez,7,LF,96,31.0,26.0,2.0,1,0.291,6.0,5.0,1.0,11.0,348,3.625,11.5,20.8,0.031,0.55,0.156,3.0,0.0,12,163,64,60,9,2,18,2,0,10,7,MXC,3,20,11,77,19,21.4,18.4,39.3,23.3,41.7,20.0,15.0,0.0929999999999999,0.364
2021,673.0,Aguilas de Mexicali,519345,Joey Terdoslavich,10,DH,136,45.0,59.0,0.0,1,0.286,7.0,2.0,1.0,16.0,592,4.353,19.1,23.5,0.044,0.813,0.178,1.0,0.0,12,251,69,76,10,10,18,5,0,14,7,MXC,6,32,26,107,26,35.3,11.7,27.5,22.4,32.9,31.6,13.2,0.0439999999999999,0.386
2021,673.0,Aguilas de Mexicali,511428,Leo Heras,9,RF,256,74.0,89.0,4.0,0,0.29,15.0,2.0,5.0,31.0,980,3.828,16.4,19.1,0.016,0.857,0.12,2.0,0.0,27,422,97,163,25,10,52,9,2,18,20,MXC,4,49,42,208,49,11.1,9.9,23.0,22.1,44.2,17.2,16.6,0.0269999999999999,0.33
2021,673.0,Aguilas de Mexicali,672951,Victor Ruiz,5,3B,49,11.0,15.0,0.0,0,0.314,0.0,1.0,1.0,5.0,154,3.143,2.0,24.5,0.0,0.083,0.0,0.0,0.0,7,90,24,35,10,0,7,0,1,3,7,MXC,0,12,1,47,11,0.0,15.6,26.7,20.0,40.0,8.6,31.4,0.225,0.243
2021,673.0,Aguilas de Mexicali,572241,David Washington,3,1B,29,10.0,11.0,0.0,0,0.357,2.0,0.0,0.0,2.0,132,4.552,6.9,41.4,0.034,0.167,0.148,0.0,0.0,3,54,18,15,1,1,4,0,0,4,2,MXC,1,12,2,27,6,33.3,13.6,33.3,20.0,40.0,33.3,6.7,0.345,0.304
2021,673.0,Aguilas de Mexicali,499926,Alex Liddi,5,3B,120,38.0,69.0,2.0,0,0.279,7.0,0.0,5.0,22.0,491,4.092,9.2,29.2,0.033,0.314,0.14,1.0,0.0,12,221,73,74,9,4,26,2,0,12,9,MXC,4,35,11,107,23,28.6,14.9,33.0,18.9,47.3,21.6,12.2,0.1999999999999999,0.295
2021,673.0,Aguilas de Mexicali,518530,Xorge Carrillo,2,C,182,39.0,80.0,5.0,1,0.232,3.0,4.0,3.0,28.0,623,3.423,5.5,13.2,0.005,0.417,0.037,3.0,0.0,26,292,57,144,13,16,56,2,1,16,14,MXC,1,24,10,162,33,3.6,9.1,19.5,19.4,48.6,22.2,9.7,0.077,0.242
2021,673.0,Aguilas de Mexicali,622738,Tito Polo,8,CF,32,7.0,15.0,0.0,0,0.3,1.0,1.0,1.0,3.0,116,3.625,0.0,34.4,0.0,,0.032,0.0,0.0,3,63,22,20,2,0,9,2,0,2,2,MXC,0,11,0,31,6,0.0,19.0,34.9,25.0,55.0,10.0,10.0,0.344,0.214
2021,673.0,Aguilas de Mexicali,608589,Ronnier Mustelier,5,3B,86,16.0,34.0,3.0,1,0.222,2.0,0.0,2.0,16.0,327,3.802,10.5,12.8,0.0,0.818,0.027,0.0,0.0,11,121,14,66,6,4,31,1,0,7,6,MXC,0,11,9,73,14,0.0,4.3,11.6,18.2,56.1,16.7,9.1,0.023,0.24
2021,673.0,Aguilas de Mexicali,662966,Bernardo Heras,9,RF,121,30.0,53.0,0.0,2,0.21,7.0,3.0,1.0,14.0,471,3.893,11.6,17.4,0.017,0.667,0.108,1.0,2.0,17,239,63,83,7,8,32,3,0,8,8,MXC,2,21,14,102,19,10.0,13.4,26.4,24.1,48.2,19.3,8.4,0.0579999999999999,0.284
2021,673.0,Aguilas de Mexicali,433636,Hector Hernandez,5,3B,54,11.0,31.0,2.0,1,0.209,2.0,0.0,2.0,11.0,197,3.648,3.7,13.0,0.0,0.286,0.041,0.0,0.0,13,92,19,45,5,2,16,1,0,6,2,MXC,0,7,2,49,9,0.0,9.6,20.7,31.1,40.0,17.8,11.1,0.093,0.2
2021,673.0,Aguilas de Mexicali,671246,Fabricio Macias,8,CF,47,8.0,24.0,1.0,0,0.195,0.0,0.0,3.0,13.0,141,3.0,0.0,10.6,0.0,,0.0,2.0,0.0,5,77,14,42,4,2,23,1,1,2,4,MXC,0,5,0,46,8,0.0,9.9,18.2,14.3,64.3,9.5,11.9,0.106,0.161
2021,673.0,Aguilas de Mexicali,477369,Jose Amador,10,DH,67,9.0,31.0,0.0,1,0.205,0.0,1.0,2.0,12.0,270,4.03,19.4,13.4,0.0,1.444,0.0,1.0,0.0,7,118,34,44,8,4,16,0,1,4,4,MXC,0,9,13,52,9,0.0,12.6,28.8,15.9,45.5,18.2,20.5,-0.06,0.259
2021,673.0,Aguilas de Mexicali,688022,Tristen Carranza,10,DH,23,6.0,10.0,0.0,0,0.222,1.0,4.0,0.0,2.0,98,4.261,4.3,34.8,0.043,0.125,0.167,1.0,0.0,4,52,19,10,0,0,3,1,0,0,2,MXC,1,8,1,18,3,20.0,19.4,36.5,50.0,50.0,0.0,0.0,0.305,0.345
2021,673.0,Aguilas de Mexicali,516736,Leandro Castro,7,LF,69,9.0,38.0,0.0,0,0.191,0.0,3.0,2.0,12.0,275,3.986,7.2,18.8,0.0,0.385,0.0,1.0,0.0,15,134,33,47,3,1,19,1,0,4,4,MXC,0,13,5,60,9,0.0,12.0,24.6,34.0,48.9,10.6,6.4,0.116,0.21
2021,673.0,Aguilas de Mexicali,679007,Rafael Franco,X,X,25,3.0,12.0,0.0,1,0.188,0.0,0.0,0.0,3.0,104,4.16,12.0,24.0,0.0,0.5,0.0,0.0,0.0,3,56,12,16,2,1,7,0,0,1,2,MXC,0,6,3,21,3,0.0,11.5,21.4,18.8,56.2,12.5,12.5,0.12,0.202
2021,673.0,Aguilas de Mexicali,502223,Jon Del Campo,7,LF,19,2.0,9.0,0.0,0,0.143,0.0,0.0,0.0,2.0,55,2.895,0.0,26.3,0.0,,0.0,0.0,0.0,3,38,8,14,2,1,6,0,0,1,1,MXC,0,5,0,19,2,0.0,14.5,21.1,21.4,50.0,14.3,14.3,0.263,0.099
2021,673.0,Aguilas de Mexicali,625329,Henry Urrutia,3,1B,19,1.0,11.0,0.0,1,0.071,0.0,0.0,3.0,5.0,77,4.053,5.3,21.1,0.0,0.25,0.0,0.0,0.0,3,39,13,14,0,0,10,0,0,0,1,MXC,0,4,1,17,1,0.0,16.9,33.3,21.4,78.6,0.0,0.0,0.158,0.088
2021,673.0,Aguilas de Mexicali,665870,Kevin Zamudio,2,C,3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,14,4.667,0.0,66.7,0.0,,0.0,0.0,0.0,0,10,6,1,0,0,1,0,0,0,0,MXC,0,2,0,3,0,,42.9,60.0,0.0,100.0,0.0,0.0,0.667,0.0
2021,674.0,Charros de Jalisco,645848,Dariel Álvarez,9,RF,152,74.0,56.0,0.0,2,0.358,13.0,1.0,8.0,30.0,517,3.401,3.9,12.5,0.039,0.316,0.175,6.0,1.0,24,260,40,126,8,8,37,9,0,16,24,JAL,6,19,6,143,49,18.2,7.7,15.4,26.2,48.4,19.0,6.3,0.086,0.408
2021,674.0,Charros de Jalisco,570799,Christian Villanueva,10,DH,114,54.0,44.0,0.0,2,0.378,12.0,1.0,3.0,17.0,452,3.965,14.9,15.8,0.035,0.944,0.234,0.0,0.0,18,201,54,78,10,1,17,5,0,21,6,JAL,4,18,17,94,32,17.4,11.9,26.9,29.5,29.5,28.2,12.8,0.009,0.455
2021,674.0,Charros de Jalisco,676140,Julian Ornelas,7,LF,174,76.0,69.0,1.0,2,0.328,14.0,2.0,2.0,25.0,611,3.511,8.6,15.5,0.04,0.556,0.188,1.0,1.0,23,296,56,130,5,9,46,10,1,14,22,JAL,7,27,15,154,47,21.2,9.2,18.9,25.4,52.3,17.7,4.6,0.069,0.397
2021,674.0,Charros de Jalisco,668992,Missael Rivera,6,SS,149,65.0,61.0,1.0,1,0.378,16.0,2.0,0.0,27.0,602,4.04,10.7,23.5,0.034,0.457,0.202,2.0,0.0,23,256,53,96,3,10,21,12,0,15,12,JAL,5,35,16,129,39,14.3,8.8,20.7,36.5,34.4,26.0,3.1,0.128,0.404
2021,674.0,Charros de Jalisco,515189,Japhet Amador,10,DH,269,98.0,116.0,0.0,3,0.339,15.0,0.0,10.0,45.0,978,3.636,9.7,16.7,0.022,0.578,0.112,5.0,2.0,32,439,92,198,13,12,70,17,0,16,38,JAL,6,45,26,240,71,12.2,9.4,21.0,24.7,54.5,14.1,6.6,0.07,0.36
2021,674.0,Charros de Jalisco,691858,Jared Serna,X,X,35,19.0,12.0,1.0,0,0.348,7.0,0.0,0.0,3.0,130,3.714,8.6,20.0,0.029,0.429,0.323,0.0,0.0,3,64,16,25,4,0,9,5,0,1,3,JAL,1,7,3,31,9,12.5,12.3,25.0,32.0,48.0,4.0,16.0,0.114,0.422
2021,674.0,Charros de Jalisco,547375,Sergio Perez,9,RF,82,25.0,38.0,1.0,0,0.346,4.0,2.0,2.0,12.0,335,4.085,13.4,18.3,0.012,0.733,0.088,0.0,1.0,5,130,33,54,4,1,25,2,0,10,7,JAL,1,15,11,68,19,14.3,9.9,25.4,13.0,59.3,20.4,7.4,0.0489999999999999,0.367
2021,674.0,Charros de Jalisco,473242,Agustin Murillo,5,3B,256,95.0,103.0,1.0,4,0.288,19.0,2.0,3.0,42.0,986,3.852,9.0,10.2,0.023,0.885,0.142,0.0,2.0,49,436,77,205,11,16,66,12,0,24,27,JAL,6,26,23,226,63,9.8,7.8,17.7,29.8,45.4,19.5,5.4,0.0119999999999999,0.356
2021,674.0,Charros de Jalisco,591572,Jose Aguilar,8,CF,176,48.0,52.0,5.0,4,0.333,7.0,3.0,5.0,25.0,676,3.841,9.1,16.5,0.0,0.552,0.047,2.0,1.0,27,275,54,128,4,10,46,5,0,21,15,JAL,0,29,16,148,41,0.0,8.0,19.6,25.0,47.7,24.2,3.1,0.074,0.316
2021,674.0,Charros de Jalisco,696030,Alejandro Osuna,8,CF,86,26.0,26.0,2.0,1,0.354,6.0,2.0,2.0,8.0,325,3.779,17.4,20.9,0.012,0.833,0.121,0.0,0.0,9,137,31,51,5,0,19,3,0,6,9,JAL,1,18,15,66,18,8.3,9.5,22.6,23.5,54.9,11.8,9.8,0.035,0.374
2021,674.0,Charros de Jalisco,497575,Manny Rodriguez,4,2B,283,90.0,122.0,0.0,2,0.295,16.0,9.0,11.0,55.0,1107,3.912,9.9,11.3,0.014,0.875,0.098,2.0,2.0,34,528,85,214,19,9,86,13,1,33,19,JAL,4,32,28,244,66,8.5,7.7,16.1,22.0,49.1,19.6,9.3,0.0139999999999999,0.353
2021,674.0,Charros de Jalisco,469117,Amadeo Zazueta,6,SS,182,58.0,70.0,4.0,2,0.293,11.0,2.0,8.0,43.0,628,3.451,3.3,10.4,0.005,0.316,0.077,5.0,0.0,34,310,40,155,7,6,63,10,0,17,18,JAL,1,19,6,168,45,2.3,6.4,12.9,28.4,52.3,14.8,4.5,0.071,0.291
2021,674.0,Charros de Jalisco,591977,Felix Perez,3,1B,231,90.0,102.0,0.0,2,0.285,16.0,3.0,6.0,43.0,908,3.931,10.8,20.8,0.048,0.521,0.189,4.0,0.0,25,437,122,155,26,9,43,18,0,15,19,JAL,11,48,25,201,52,25.6,13.4,27.9,27.7,40.0,15.5,16.8,0.0999999999999999,0.359
2021,674.0,Charros de Jalisco,622700,Santiago Chávez,2,C,120,29.0,50.0,4.0,0,0.318,2.0,3.0,3.0,14.0,416,3.467,4.2,19.2,0.0,0.217,0.019,3.0,0.0,16,230,63,89,9,3,34,4,1,14,8,JAL,0,23,5,108,27,0.0,15.1,27.4,22.5,47.2,19.1,11.2,0.15,0.269
2021,674.0,Charros de Jalisco,672361,Agustin Ruiz,7,LF,79,27.0,29.0,2.0,0,0.278,5.0,1.0,0.0,10.0,329,4.165,8.9,16.5,0.025,0.538,0.145,1.0,0.0,10,154,33,58,9,2,20,4,0,6,7,JAL,2,13,7,69,17,14.3,10.0,21.4,24.1,46.6,13.8,15.5,0.076,0.331
2021,674.0,Charros de Jalisco,645311,Rigoberto Terrazas,5,3B,35,10.0,13.0,0.0,0,0.28,3.0,0.0,1.0,9.0,146,4.171,11.4,17.1,0.0,0.667,0.097,0.0,0.0,4,60,16,25,4,2,8,2,0,1,4,JAL,0,6,4,31,7,0.0,11.0,26.7,24.0,48.0,12.0,16.0,0.057,0.308
2021,674.0,Charros de Jalisco,679589,Fernando Villegas,7,LF,38,9.0,11.0,3.0,0,0.25,2.0,1.0,0.0,6.0,128,3.368,2.6,13.2,0.0,0.2,0.061,2.0,0.0,5,69,16,31,2,1,16,2,0,1,4,JAL,0,5,1,33,7,0.0,12.5,23.2,22.6,64.5,6.5,6.5,0.106,0.235
2021,674.0,Charros de Jalisco,683110,Miguel Ojeda Jr.,2,C,5,3.0,2.0,0.0,0,0.5,1.0,0.0,0.0,0.0,22,4.4,0.0,60.0,0.0,,0.4,0.0,0.0,0,10,3,2,0,1,0,0,0,1,0,JAL,0,3,0,5,1,,13.6,30.0,0.0,0.0,100.0,0.0,0.6,0.343
2021,674.0,Charros de Jalisco,603877,Fernando Flores,2,C,130,28.0,57.0,1.0,2,0.183,5.0,1.0,1.0,14.0,475,3.654,10.0,15.4,0.015,0.65,0.08,1.0,0.0,27,236,53,96,13,2,35,4,1,6,8,JAL,2,20,13,113,19,6.5,11.2,22.5,32.3,44.8,8.3,14.6,0.0539999999999999,0.241
2021,674.0,Charros de Jalisco,496062,Enrique Osorio,7,LF,22,2.0,8.0,1.0,1,0.118,0.0,0.0,0.0,3.0,64,2.909,0.0,18.2,0.0,,0.0,0.0,0.0,1,35,9,18,3,3,9,1,0,1,0,JAL,0,4,0,20,2,0.0,14.1,25.7,11.1,50.0,22.2,16.7,0.182,0.086
2021,674.0,Charros de Jalisco,696110,Juan Raul Camacho,2,C,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,JAL,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2021,674.0,Charros de Jalisco,653414,Luis Medina,X,X,7,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,29,4.143,14.3,28.6,0.0,0.5,0.0,1.0,0.0,0,9,4,4,2,0,2,0,0,0,0,JAL,0,2,1,6,0,,13.8,44.4,0.0,50.0,0.0,50.0,0.143,0.105
2021,675.0,Caneros de los Mochis,466089,Saul Soto,10,DH,12,7.0,2.0,0.0,0,0.6,1.0,0.0,0.0,1.0,58,4.833,25.0,25.0,0.083,1.0,0.333,0.0,0.0,0,25,7,6,0,1,1,0,0,2,2,MOC,1,3,3,9,4,inf,12.1,28.0,0.0,50.0,50.0,0.0,0.0,0.605
2021,675.0,Caneros de los Mochis,678767,Jose Zepeda,5,3B,39,14.0,19.0,0.0,0,0.385,1.0,1.0,1.0,7.0,161,4.128,10.3,17.9,0.026,0.571,0.088,2.0,0.0,2,57,12,27,2,1,11,2,0,3,6,MOC,1,7,4,34,11,25.0,7.5,21.1,14.8,63.0,14.8,7.4,0.076,0.394
2021,675.0,Caneros de los Mochis,675970,Alex Robles,9,RF,62,22.0,23.0,0.0,3,0.333,4.0,2.0,4.0,12.0,229,3.694,8.1,14.5,0.016,0.556,0.115,0.0,0.0,6,97,15,46,2,0,22,0,0,12,4,MOC,1,9,5,52,16,16.7,6.6,15.5,13.0,56.5,26.1,4.3,0.0639999999999999,0.368
2021,675.0,Caneros de los Mochis,688040,Luis Rodriguez,4,2B,13,4.0,5.0,0.0,0,0.333,0.0,0.0,0.0,2.0,60,4.615,0.0,7.7,0.0,,0.0,0.0,0.0,1,25,6,12,1,0,6,0,0,1,3,MOC,0,1,0,13,4,0.0,10.0,24.0,8.3,75.0,8.3,8.3,0.077,0.291
2021,675.0,Caneros de los Mochis,660842,Juan Uriarte,2,C,123,42.0,50.0,3.0,1,0.368,6.0,3.0,2.0,18.0,448,3.642,4.9,18.7,0.008,0.261,0.082,2.0,0.0,12,231,60,91,10,4,32,2,1,19,11,MOC,1,23,6,110,33,7.1,13.4,26.0,15.4,47.3,25.3,12.1,0.138,0.338
2021,675.0,Caneros de los Mochis,677977,Edgar Robles,8,CF,274,85.0,91.0,7.0,0,0.34,9.0,6.0,4.0,42.0,994,3.628,7.3,14.2,0.007,0.513,0.062,3.0,0.0,26,439,77,209,22,17,74,2,2,30,36,MOC,2,39,20,241,70,7.1,7.7,17.5,13.4,52.6,22.5,11.5,0.0689999999999999,0.334
2021,675.0,Caneros de los Mochis,665455,Isaac Rodriguez,4,2B,291,96.0,95.0,5.0,1,0.323,17.0,4.0,6.0,45.0,1103,3.79,6.2,10.7,0.003,0.581,0.076,2.0,0.0,29,466,64,238,20,30,83,4,0,41,31,MOC,1,31,18,263,76,3.0,5.8,13.7,13.9,47.9,29.8,8.4,0.045,0.328
2021,675.0,Caneros de los Mochis,682761,Josuan Hernandez,5,3B,184,68.0,74.0,1.0,2,0.301,14.0,1.0,4.0,33.0,690,3.75,8.2,11.4,0.016,0.714,0.133,7.0,0.0,27,308,50,147,11,12,51,4,0,27,15,MOC,3,21,15,165,46,9.7,7.2,16.2,21.1,44.9,26.5,7.5,0.032,0.341
2021,675.0,Caneros de los Mochis,685694,Keven Lamas,5,3B,35,17.0,12.0,0.0,1,0.2,4.0,3.0,0.0,6.0,138,3.943,14.3,11.4,0.086,1.25,0.385,0.0,0.0,6,59,9,23,1,2,7,3,0,3,1,MOC,3,4,5,26,7,33.3,6.5,15.3,39.1,34.8,21.7,4.3,-0.0289999999999999,0.481
2021,675.0,Caneros de los Mochis,606019,Esteban Quiroz,4,2B,128,37.0,54.0,0.0,3,0.282,7.0,1.0,6.0,21.0,544,4.25,20.3,10.9,0.016,1.857,0.112,0.0,0.0,10,198,39,87,13,6,32,4,0,14,8,MOC,2,14,26,98,26,14.3,7.2,19.7,16.1,46.0,23.0,14.9,-0.094,0.383
2021,675.0,Caneros de los Mochis,641104,Carlos Mendivil,10,DH,61,17.0,23.0,0.0,0,0.313,2.0,0.0,1.0,4.0,229,3.754,6.6,14.8,0.0,0.444,0.035,0.0,0.0,12,99,18,48,2,3,16,3,0,6,6,MOC,0,9,4,57,15,0.0,7.9,18.2,31.2,45.8,18.8,4.2,0.0819999999999999,0.294
2021,675.0,Caneros de los Mochis,654959,Andres Ayon,X,X,28,11.0,12.0,0.0,0,0.35,4.0,0.0,2.0,5.0,114,4.071,3.6,25.0,0.0,0.143,0.148,0.0,0.0,1,53,19,20,2,3,7,0,0,6,1,MOC,0,7,1,27,7,0.0,16.7,35.8,5.0,40.0,45.0,10.0,0.214,0.32
2021,675.0,Caneros de los Mochis,701033,Jorge Rivera,6,SS,140,32.0,54.0,6.0,1,0.326,1.0,1.0,6.0,27.0,457,3.264,6.4,20.7,0.0,0.31,0.008,4.0,0.0,11,191,29,101,10,11,38,4,0,14,13,MOC,0,29,9,123,31,0.0,6.3,15.2,14.9,50.5,24.8,9.9,0.143,0.265
2021,675.0,Caneros de los Mochis,654118,Eric Meza,3,1B,114,30.0,52.0,0.0,1,0.305,2.0,0.0,5.0,18.0,417,3.658,7.0,20.2,0.009,0.348,0.038,0.0,0.0,15,217,54,83,6,2,34,3,0,17,6,MOC,1,23,8,105,26,5.6,12.9,24.9,21.7,48.2,22.9,7.2,0.132,0.282
2021,675.0,Caneros de los Mochis,681909,Justin Dean,8,CF,39,9.0,17.0,0.0,0,0.348,1.0,2.0,0.0,3.0,163,4.179,10.3,25.6,0.0,0.4,0.03,0.0,0.0,5,78,20,23,0,3,7,0,0,5,3,MOC,0,10,4,33,8,0.0,12.3,25.6,21.7,43.5,34.8,0.0,0.153,0.319
2021,675.0,Caneros de los Mochis,653248,Amilcar Gomez,7,LF,76,18.0,35.0,5.0,0,0.294,3.0,0.0,4.0,13.0,298,3.921,10.5,15.8,0.0,0.667,0.048,0.0,0.0,11,133,29,56,3,2,25,1,0,8,6,MOC,0,12,8,63,15,0.0,9.7,21.8,21.4,55.4,17.9,5.4,0.053,0.28
2021,675.0,Caneros de los Mochis,664670,Alejo Lopez,6,SS,143,38.0,57.0,0.0,1,0.26,5.0,1.0,1.0,24.0,537,3.755,15.4,12.6,0.014,1.222,0.084,1.0,0.0,17,256,43,102,8,16,33,3,0,18,7,MOC,2,18,22,119,28,10.0,8.0,16.8,19.6,39.2,33.3,7.8,-0.0279999999999999,0.332
2021,675.0,Caneros de los Mochis,660518,Juan Camacho,10,DH,215,66.0,105.0,1.0,3,0.265,7.0,2.0,7.0,35.0,697,3.242,3.7,20.0,0.028,0.186,0.095,9.0,1.0,30,413,108,162,18,9,58,7,0,22,18,MOC,6,43,8,201,47,16.2,15.5,26.2,22.8,46.9,19.1,11.1,0.163,0.279
2021,675.0,Caneros de los Mochis,573627,Kennys Vargas,3,1B,63,17.0,25.0,0.0,1,0.297,3.0,0.0,1.0,6.0,247,3.921,9.5,30.2,0.016,0.316,0.089,1.0,0.0,4,120,40,38,6,1,15,4,0,8,0,MOC,1,19,6,56,12,12.5,16.2,33.3,21.1,39.5,23.7,15.8,0.207,0.271
2021,675.0,Caneros de los Mochis,573106,Tillman Pugh,10,DH,55,14.0,28.0,0.0,0,0.321,2.0,1.0,1.0,4.0,213,3.873,10.9,34.5,0.018,0.316,0.083,0.0,0.0,6,101,41,29,1,3,9,1,0,7,2,MOC,1,19,6,48,10,14.3,19.2,40.6,24.1,37.9,34.5,3.4,0.236,0.297
2021,675.0,Caneros de los Mochis,510612,Francisco Cordoba,2,C,123,36.0,55.0,1.0,0,0.224,8.0,4.0,4.0,21.0,517,4.203,8.9,15.4,0.024,0.579,0.131,1.0,0.0,18,233,48,89,12,7,30,5,0,13,4,MOC,3,19,11,107,22,13.0,9.3,20.6,25.8,38.2,22.5,13.5,0.065,0.301
2021,675.0,Caneros de los Mochis,666558,Eddy Martinez,7,LF,103,32.0,53.0,1.0,1,0.265,7.0,1.0,2.0,15.0,444,4.311,13.6,33.0,0.039,0.412,0.174,1.0,0.0,9,188,67,54,5,7,16,3,0,9,5,MOC,4,34,14,86,17,33.3,15.1,35.6,22.2,38.9,29.6,9.3,0.194,0.325
2021,675.0,Caneros de los Mochis,692281,Fausto Osorio,9,RF,62,16.0,31.0,1.0,0,0.276,2.0,1.0,2.0,10.0,272,4.387,11.3,35.5,0.032,0.318,0.113,0.0,0.0,6,107,37,32,4,3,9,1,0,7,2,MOC,2,22,7,53,10,28.6,13.6,34.6,21.9,34.4,31.2,12.5,0.242,0.289
2021,675.0,Caneros de los Mochis,701010,Roque Salinas,7,LF,72,15.0,27.0,1.0,0,0.224,2.0,1.0,2.0,10.0,228,3.167,1.4,15.3,0.0,0.091,0.029,1.0,0.0,12,149,26,59,5,4,25,3,0,6,4,MOC,0,11,1,69,13,0.0,11.4,17.4,25.4,49.2,16.9,8.5,0.1389999999999999,0.203
2021,675.0,Caneros de los Mochis,538174,Eliezer Ortiz,9,RF,32,5.0,8.0,0.0,0,0.238,0.0,2.0,2.0,6.0,111,3.469,0.0,28.1,0.0,,0.0,0.0,0.0,2,62,18,21,0,1,13,0,0,2,3,MOC,0,9,0,30,5,0.0,16.2,29.0,9.5,76.2,14.3,0.0,0.281,0.196
