PA,2B,3B,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,HR,K,BB,numP,HBP,SF,H,AB,FO,IBB,season,1B,SLG,OBP,OPS,AVG,BABIP,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K%,BB%,BB/K,wOBA
25341,991.0,110.0,44974,10127,18244,1667,1085,6360,980,44,2424,2002,330,4521,2235,96945,334.0,200,5450,22269,3682,113.0,2022,4019.0,0.344,0.32,0.6639999999999999,0.245,0.291,7.1,10.4,22.5,25.6,45.8,19.2,9.4,17.8,8.8,0.49435965494359657,0.312
