PA,2B,3B,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,HR,K,BB,numP,HBP,SF,H,AB,FO,IBB,season,1B,SLG,OBP,OPS,AVG,BABIP,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K%,BB%,BB/K,wOBA
25053,960.0,90.0,44480,10758,17410,1655,962,6036,1047,45,2293,2020,435,4841,2423,95925,376.0,172,5405,21743,3352,89.0,2023,3920.0,0.361,0.332,0.6930000000000001,0.249,0.299,9.9,11.2,24.2,25.3,46.3,18.7,9.8,19.3,9.7,0.5005164222268127,0.324
