PA,2B,3B,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,HR,K,BB,numP,HBP,SF,H,AB,FO,IBB,season,1B,SLG,OBP,OPS,AVG,BABIP,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K%,BB%,BB/K,wOBA
21863,864.0,79.0,37362,7722,15989,1423,835,5692,905,48,2148,1906,401,3536,2046,82375,290.0,166,5007,19155,3032,119.0,2020,3663.0,0.378,0.339,0.7170000000000001,0.261,0.299,10.2,9.4,20.7,24.6,47.5,18.7,9.2,16.2,9.4,0.5786199095022625,0.33
