season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,wOBA
2022,676.0,Mayos de Navojoa,682761,Josuan Hernandez,3,1B,136,48.0,54.0,1.0,2,0.324,11.0,3.0,3.0,27.0,556,4.088,8.1,11.0,0.007,0.733,0.109,2.0,0.0,16,243,37,107,5,8,43,6,0,19,10,NAV,1,15,11,119,35,4.5,6.7,15.2,20.6,49.5,25.2,4.7,0.0289999999999999,0.361
2022,676.0,Mayos de Navojoa,468359,Olmo Rosario,7,LF,115,39.0,38.0,0.0,1,0.321,6.0,3.0,5.0,21.0,465,4.043,10.4,12.2,0.017,0.857,0.101,1.0,0.0,18,173,33,86,5,3,31,3,0,15,11,NAV,2,14,12,99,29,9.5,7.1,19.1,24.4,48.8,20.9,5.8,0.018,0.374
2022,676.0,Mayos de Navojoa,693408,Raico Santos,8,CF,56,15.0,21.0,2.0,1,0.295,2.0,1.0,0.0,4.0,186,3.321,10.7,5.4,0.0,2.0,0.043,1.0,0.0,11,85,11,46,2,6,14,5,0,4,4,NAV,0,3,6,46,13,0.0,5.9,12.9,34.8,39.1,21.7,4.3,-0.053,0.327
2022,676.0,Mayos de Navojoa,634739,Miguel Guzman,7,LF,250,71.0,85.0,6.0,2,0.317,6.0,0.0,6.0,34.0,865,3.46,1.6,14.0,0.0,0.114,0.025,4.0,1.0,29,464,84,211,13,14,90,10,0,21,34,NAV,0,35,4,238,65,0.0,9.7,18.1,18.5,58.8,16.6,6.2,0.124,0.268
2022,676.0,Mayos de Navojoa,653001,Samar Leyva,6,SS,292,92.0,87.0,8.0,3,0.293,17.0,6.0,6.0,49.0,1003,3.435,5.1,9.9,0.007,0.517,0.085,3.0,0.0,48,519,86,242,26,14,84,9,1,30,30,NAV,2,29,15,260,70,3.5,8.6,16.6,23.6,47.1,18.2,11.2,0.048,0.313
2022,676.0,Mayos de Navojoa,664215,Zach Nehrir,8,CF,179,47.0,42.0,1.0,2,0.345,6.0,2.0,1.0,17.0,759,4.24,11.7,24.6,0.006,0.477,0.052,2.0,0.0,24,326,88,112,17,6,26,5,0,14,20,NAV,1,44,21,153,39,3.4,11.6,27.0,25.9,41.1,17.9,15.2,0.129,0.32
2022,676.0,Mayos de Navojoa,664921,Ian Sagdal,10,DH,289,94.0,93.0,4.0,2,0.291,22.0,2.0,4.0,40.0,1173,4.059,11.8,17.0,0.014,0.694,0.134,1.0,0.0,36,516,125,204,22,16,69,14,0,25,22,NAV,4,49,34,247,61,8.0,10.7,24.2,24.5,44.6,20.1,10.8,0.052,0.331
2022,676.0,Mayos de Navojoa,587275,Alan Espinoza,2,C,220,81.0,87.0,1.0,1,0.273,18.0,3.0,3.0,33.0,857,3.895,7.7,19.1,0.032,0.405,0.167,6.0,0.0,33,454,126,158,25,4,48,13,0,19,16,NAV,7,42,17,198,48,15.2,14.7,27.8,29.1,40.5,14.6,15.8,0.114,0.341
2022,676.0,Mayos de Navojoa,617918,Marco Chicuate,2,C,51,19.0,30.0,0.0,0,0.25,3.0,1.0,1.0,4.0,180,3.529,0.0,15.7,0.039,,0.14,0.0,0.0,4,108,23,42,7,3,16,2,0,3,7,NAV,2,8,0,50,12,33.3,12.8,21.3,14.3,54.8,14.3,16.7,0.157,0.301
2022,676.0,Mayos de Navojoa,653245,Kristian Delgado,5,3B,83,27.0,25.0,4.0,0,0.281,8.0,2.0,0.0,12.0,320,3.855,6.0,16.9,0.012,0.357,0.139,1.0,0.0,9,142,29,62,9,6,21,7,0,5,5,NAV,1,14,5,72,17,6.2,9.1,20.4,25.8,41.9,17.7,14.5,0.109,0.309
2022,676.0,Mayos de Navojoa,595937,Shawon Dunston Jr.,8,CF,20,5.0,2.0,1.0,0,0.364,1.0,0.0,0.0,2.0,81,4.05,10.0,30.0,0.0,0.333,0.059,0.0,0.0,2,29,7,12,1,0,5,1,0,1,2,NAV,0,6,2,17,4,0.0,8.6,24.1,25.0,58.3,8.3,8.3,0.1999999999999999,0.284
2022,676.0,Mayos de Navojoa,661313,Asael Sanchez,9,RF,146,40.0,58.0,3.0,1,0.307,6.0,0.0,1.0,14.0,561,3.842,8.9,27.4,0.014,0.325,0.085,2.0,0.0,23,267,74,93,7,2,32,4,0,11,14,NAV,2,40,13,129,29,7.4,13.2,27.7,29.0,49.5,14.0,7.5,0.185,0.286
2022,676.0,Mayos de Navojoa,675993,Zach Kirtley,5,3B,261,89.0,129.0,1.0,1,0.331,26.0,5.0,5.0,35.0,1186,4.544,11.1,35.2,0.027,0.315,0.178,0.0,0.0,35,501,172,135,18,5,28,18,0,19,12,NAV,7,92,29,225,49,13.2,14.5,34.3,39.3,29.6,17.8,13.3,0.241,0.342
2022,676.0,Mayos de Navojoa,477644,Christian Zazueta,9,RF,43,9.0,21.0,0.0,0,0.281,0.0,0.0,0.0,2.0,166,3.86,2.3,23.3,0.0,0.1,0.0,1.0,0.0,6,95,27,32,7,1,9,1,0,3,5,NAV,0,10,1,42,9,0.0,16.3,28.4,21.9,43.8,12.5,21.9,0.21,0.215
2022,676.0,Mayos de Navojoa,657634,Grant Kay,10,DH,42,9.0,20.0,0.0,1,0.308,1.0,0.0,1.0,3.0,168,4.0,7.1,31.0,0.0,0.231,0.026,0.0,0.0,3,83,29,26,4,2,9,1,1,2,4,NAV,0,13,3,38,8,0.0,17.3,34.9,15.4,50.0,15.4,19.2,0.239,0.243
2022,676.0,Mayos de Navojoa,674840,Jorge Sesma,9,RF,37,6.0,16.0,2.0,1,0.231,0.0,2.0,0.0,6.0,139,3.757,2.7,16.2,0.0,0.167,0.0,1.0,0.0,4,69,19,28,3,3,12,1,0,2,3,NAV,0,6,1,31,6,0.0,13.7,27.5,17.9,53.6,17.9,10.7,0.135,0.214
2022,676.0,Mayos de Navojoa,675585,Jorge Gonzalez,X,X,18,3.0,3.0,0.0,0,0.3,0.0,0.0,1.0,1.0,72,4.0,11.1,33.3,0.0,0.333,0.0,1.0,0.0,2,29,12,10,0,0,5,0,0,2,1,NAV,0,6,2,16,3,0.0,16.7,41.4,20.0,60.0,20.0,0.0,0.222,0.238
2022,676.0,Mayos de Navojoa,608608,Carlos Munoz,3,1B,109,23.0,53.0,0.0,0,0.228,5.0,2.0,2.0,15.0,461,4.229,10.1,15.6,0.0,0.647,0.052,0.0,0.0,23,185,24,79,9,5,24,1,0,11,6,NAV,0,17,11,96,18,0.0,5.2,13.0,30.4,38.0,20.3,11.4,0.0549999999999999,0.263
2022,676.0,Mayos de Navojoa,605011,Moises Gutierrez,4,2B,93,20.0,34.0,3.0,0,0.25,4.0,1.0,0.0,11.0,363,3.903,5.4,33.3,0.011,0.161,0.071,1.0,0.0,15,176,64,56,11,0,16,4,0,4,6,NAV,1,31,5,84,14,5.3,17.6,36.4,33.9,39.3,7.1,19.6,0.279,0.219
2022,676.0,Mayos de Navojoa,611319,Jesus Arredondo,X,X,45,10.0,20.0,1.0,0,0.143,3.0,1.0,2.0,3.0,181,4.022,11.1,20.0,0.022,0.556,0.132,0.0,0.0,4,83,22,30,2,1,18,2,0,1,2,NAV,1,9,5,38,5,16.7,12.2,26.5,20.0,66.7,6.7,6.7,0.089,0.237
2022,676.0,Mayos de Navojoa,608380,Drew Ward,3,1B,18,1.0,10.0,0.0,0,0.111,0.0,1.0,0.0,1.0,78,4.333,22.2,22.2,0.0,1.0,0.0,0.0,0.0,2,34,13,9,0,0,6,0,0,0,1,NAV,0,4,4,13,1,0.0,16.7,38.2,22.2,77.8,0.0,0.0,0.0,0.256
2022,676.0,Mayos de Navojoa,696116,Hector Estrada,9,RF,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,NAV,0,0,0,0,0,,,,,,,,,
2022,676.0,Mayos de Navojoa,511648,Antonio Garzon,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,NAV,0,0,0,0,0,,,,,,,,,
2022,676.0,Mayos de Navojoa,660850,Juan Robles,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,NAV,0,0,0,0,0,,,,,,,,,
2022,677.0,Naranjeros de Hermosillo,606143,Alejandro Mejia,10,DH,26,16.0,10.0,0.0,1,0.389,3.0,0.0,0.0,4.0,101,3.885,15.4,7.7,0.077,2.0,0.333,0.0,0.0,4,44,7,20,1,1,5,2,0,6,1,HER,2,2,4,21,9,33.3,6.9,15.9,30.0,30.0,35.0,5.0,-0.077,0.536
2022,677.0,Naranjeros de Hermosillo,606580,Jose Cardona,8,CF,267,95.0,103.0,0.0,3,0.339,15.0,3.0,6.0,50.0,942,3.528,5.6,9.0,0.004,0.625,0.073,2.0,0.0,44,425,75,225,25,15,64,11,0,30,36,HER,1,24,15,246,77,1.8,8.0,17.6,24.4,44.4,20.0,11.1,0.0339999999999999,0.349
2022,677.0,Naranjeros de Hermosillo,657051,Nicholas Torres,9,RF,268,108.0,90.0,1.0,6,0.375,22.0,8.0,3.0,36.0,1070,3.993,10.8,23.1,0.03,0.468,0.179,3.0,0.0,35,499,154,169,2,6,58,22,0,31,15,HER,8,62,29,224,68,14.0,14.4,30.9,33.7,43.2,21.9,1.2,0.123,0.409
2022,677.0,Naranjeros de Hermosillo,661270,Roel Santos,7,LF,267,100.0,95.0,7.0,0,0.354,18.0,2.0,5.0,41.0,972,3.64,7.5,14.2,0.007,0.526,0.118,4.0,0.0,37,432,75,207,21,7,70,10,1,21,40,HER,2,38,20,238,72,4.3,7.7,17.4,22.7,53.1,13.5,10.6,0.0669999999999999,0.355
2022,677.0,Naranjeros de Hermosillo,676761,Irving Lopez,4,2B,180,56.0,64.0,4.0,2,0.313,9.0,2.0,6.0,30.0,741,4.117,12.2,10.6,0.011,1.158,0.087,2.0,1.0,27,301,44,137,6,4,57,11,0,18,14,HER,2,19,22,150,43,5.3,5.9,14.6,27.7,51.8,16.1,4.4,-0.016,0.356
2022,677.0,Naranjeros de Hermosillo,662962,Jasson Atondo,6,SS,216,70.0,75.0,3.0,2,0.303,13.0,0.0,7.0,39.0,750,3.472,6.5,6.5,0.0,1.0,0.071,3.0,2.0,35,320,26,188,10,7,80,4,0,25,27,HER,0,14,14,197,56,0.0,3.5,8.1,20.7,56.9,17.0,5.3,0.0,0.321
2022,677.0,Naranjeros de Hermosillo,608380,Drew Ward,3,1B,35,9.0,6.0,0.0,0,0.4,1.0,0.0,0.0,2.0,154,4.4,17.1,25.7,0.0,0.667,0.034,0.0,0.0,2,62,20,20,0,2,8,0,0,6,2,HER,0,9,6,29,8,0.0,13.0,32.3,10.0,50.0,40.0,0.0,0.086,0.332
2022,677.0,Naranjeros de Hermosillo,458501,Luis Alfonso Cruz,4,2B,246,94.0,115.0,1.0,1,0.27,18.0,3.0,6.0,50.0,802,3.26,5.3,7.3,0.028,0.722,0.14,1.0,0.0,48,422,61,212,35,12,55,17,1,23,21,HER,7,18,13,228,62,10.8,7.6,14.5,30.7,35.8,16.5,17.0,0.0199999999999999,0.343
2022,677.0,Naranjeros de Hermosillo,459441,Maxwell Leon,7,LF,110,38.0,49.0,1.0,0,0.293,9.0,0.0,1.0,22.0,426,3.873,9.1,20.0,0.018,0.455,0.141,1.0,0.0,22,195,49,78,6,7,19,4,1,9,10,HER,2,22,10,99,24,7.7,11.5,25.1,33.3,37.2,20.5,9.0,0.109,0.323
2022,677.0,Naranjeros de Hermosillo,680636,Ramon Mendoza,5,3B,72,18.0,33.0,1.0,0,0.278,3.0,1.0,3.0,15.0,279,3.875,8.3,13.9,0.0,0.6,0.047,2.0,0.0,18,138,31,55,5,1,16,4,0,6,5,HER,0,10,6,64,15,0.0,11.1,22.5,40.0,38.2,12.7,9.1,0.056,0.286
2022,677.0,Naranjeros de Hermosillo,663967,César Salazar,2,C,164,40.0,56.0,2.0,3,0.269,5.0,3.0,4.0,23.0,607,3.701,8.5,15.2,0.006,0.56,0.049,2.0,0.0,42,263,52,122,9,4,34,3,1,17,12,HER,1,25,14,142,33,2.2,8.6,19.8,36.9,37.7,17.2,8.2,0.0669999999999999,0.285
2022,677.0,Naranjeros de Hermosillo,656965,Chase Simpson,5,3B,65,20.0,32.0,0.0,1,0.282,6.0,1.0,0.0,5.0,255,3.923,15.4,21.5,0.015,0.714,0.151,0.0,0.0,12,111,34,40,1,1,14,1,1,6,4,HER,1,14,10,53,12,7.7,13.3,30.6,32.5,45.0,17.5,5.0,0.061,0.342
2022,677.0,Naranjeros de Hermosillo,807587,Angel Ramirez,X,X,9,2.0,3.0,0.0,0,0.286,0.0,0.0,0.0,1.0,31,3.444,0.0,22.2,0.0,,0.0,0.0,1.0,0,16,4,7,0,1,4,0,0,0,2,HER,0,2,0,9,2,,12.9,25.0,0.0,85.7,14.3,0.0,0.222,0.211
2022,677.0,Naranjeros de Hermosillo,642221,Kean Wong,4,2B,33,6.0,16.0,0.0,1,0.25,1.0,1.0,0.0,5.0,143,4.333,21.2,15.2,0.0,1.4,0.042,0.0,0.0,7,59,14,20,4,1,3,0,0,3,2,HER,0,5,7,24,5,0.0,9.8,23.7,35.0,25.0,20.0,20.0,-0.06,0.333
2022,677.0,Naranjeros de Hermosillo,642299,Alejandro Flores,3,1B,118,28.0,53.0,1.0,0,0.275,3.0,0.0,0.0,14.0,460,3.898,12.7,26.3,0.017,0.484,0.069,1.0,0.0,21,233,81,72,7,6,17,4,2,11,4,HER,2,31,15,102,21,8.0,17.6,34.8,34.7,29.2,23.6,12.5,0.136,0.288
2022,677.0,Naranjeros de Hermosillo,503429,Walter Ibarra,4,2B,54,13.0,19.0,2.0,0,0.242,3.0,0.0,1.0,9.0,199,3.685,18.5,16.7,0.0,1.111,0.119,0.0,0.0,7,88,21,35,5,2,13,4,0,2,2,HER,0,9,10,42,8,0.0,10.6,23.9,31.4,42.9,11.4,14.3,-0.0179999999999999,0.3
2022,677.0,Naranjeros de Hermosillo,650995,Norberto Obeso,7,LF,49,8.0,26.0,0.0,0,0.235,0.0,1.0,1.0,7.0,189,3.857,12.2,16.3,0.0,0.75,0.0,4.0,0.0,10,78,14,34,1,1,14,1,0,5,2,HER,0,8,6,42,8,0.0,7.4,17.9,32.4,47.1,17.6,2.9,0.041,0.259
2022,677.0,Naranjeros de Hermosillo,594988,Scott Schebler,7,LF,38,6.0,22.0,0.0,2,0.3,0.0,1.0,1.0,5.0,156,4.105,7.9,36.8,0.0,0.214,0.0,0.0,0.0,6,85,29,20,4,0,4,2,0,2,2,HER,0,14,3,32,6,0.0,18.6,34.1,40.0,30.0,10.0,20.0,0.289,0.227
2022,677.0,Naranjeros de Hermosillo,624645,Julian Leon,2,C,80,23.0,34.0,0.0,0,0.244,6.0,3.0,2.0,12.0,312,3.9,8.8,28.8,0.025,0.304,0.143,0.0,0.0,12,128,38,47,12,0,10,5,0,4,4,HER,2,23,7,70,13,11.8,12.2,29.7,36.2,29.8,8.5,25.5,0.1999999999999999,0.302
2022,677.0,Naranjeros de Hermosillo,803376,Angel Camacho,4,2B,29,5.0,18.0,0.0,0,0.25,0.0,0.0,2.0,3.0,130,4.483,3.4,27.6,0.0,0.125,0.0,0.0,0.0,4,57,10,20,3,1,7,0,0,2,3,HER,0,8,1,28,5,0.0,7.7,17.5,20.0,50.0,15.0,15.0,0.242,0.188
2022,677.0,Naranjeros de Hermosillo,657733,Roberto Ramos,3,1B,161,47.0,70.0,0.0,2,0.22,8.0,0.0,0.0,18.0,667,4.143,11.2,33.5,0.043,0.333,0.156,3.0,0.0,31,324,108,89,14,1,18,8,0,16,1,HER,7,54,18,141,25,17.9,16.2,33.3,43.8,21.3,19.1,15.7,0.223,0.291
2022,677.0,Naranjeros de Hermosillo,805441,Andres Figueroa,2,C,8,2.0,6.0,1.0,0,0.333,1.0,0.0,0.0,2.0,33,4.125,0.0,50.0,0.0,,0.143,0.0,0.0,1,15,7,4,0,1,1,1,0,0,0,HER,0,4,0,7,1,0.0,21.2,46.7,50.0,25.0,25.0,0.0,0.5,0.173
2022,677.0,Naranjeros de Hermosillo,670623,Isaac Paredes,5,3B,101,19.0,43.0,0.0,1,0.127,5.0,2.0,2.0,8.0,429,4.248,17.8,15.8,0.02,1.125,0.112,3.0,0.0,15,181,33,65,14,7,19,1,0,9,0,HER,2,16,18,80,10,12.5,7.7,18.2,24.6,29.2,24.6,21.5,-0.0199999999999999,0.278
2022,677.0,Naranjeros de Hermosillo,691490,German Duarte,X,X,1,0.0,1.0,0.0,0,,0.0,0.0,0.0,0.0,7,7.0,0.0,100.0,0.0,,0.0,0.0,0.0,0,4,1,0,0,0,0,0,0,0,0,HER,0,1,0,1,0,,14.3,25.0,,,,,1.0,0.0
2022,677.0,Naranjeros de Hermosillo,595413,Kenneth Sigman,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,HER,0,0,0,0,0,,,,,,,,,
2022,678.0,Tomateros de Culiacan,455369,Ramiro Pena,4,2B,208,81.0,57.0,4.0,1,0.308,17.0,2.0,5.0,25.0,801,3.851,10.1,9.6,0.024,1.05,0.156,4.0,0.0,40,355,47,165,19,7,46,10,0,27,16,CUL,5,20,21,180,53,10.0,5.9,13.2,30.3,37.6,20.6,11.5,-0.005,0.382
2022,678.0,Tomateros de Culiacan,652999,Jesus Fabela,8,CF,194,69.0,61.0,1.0,2,0.331,13.0,5.0,5.0,32.0,711,3.665,7.7,16.0,0.015,0.484,0.117,1.0,0.0,31,298,63,143,9,8,46,5,0,24,20,CUL,3,31,15,171,49,8.3,8.9,21.1,25.2,46.2,22.4,6.3,0.083,0.361
2022,678.0,Tomateros de Culiacan,616569,Diego Madero,4,2B,102,36.0,37.0,1.0,0,0.299,6.0,1.0,1.0,14.0,339,3.324,2.0,9.8,0.01,0.2,0.092,3.0,0.0,23,166,26,89,9,4,26,5,0,12,10,CUL,1,10,2,98,27,3.6,7.7,15.7,31.5,40.4,18.0,10.1,0.078,0.311
2022,678.0,Tomateros de Culiacan,538079,Antonio Lamas,X,X,27,11.0,6.0,0.0,0,0.375,2.0,0.0,0.0,3.0,130,4.815,3.7,33.3,0.037,0.111,0.154,1.0,0.0,1,66,19,17,3,0,6,2,1,2,2,CUL,1,9,1,26,7,33.3,14.6,28.8,17.6,47.1,11.8,23.5,0.296,0.34
2022,678.0,Tomateros de Culiacan,608841,Joey Meneses,7,LF,55,18.0,16.0,0.0,0,0.297,4.0,0.0,3.0,8.0,231,4.2,18.2,12.7,0.018,1.429,0.133,1.0,0.0,7,99,16,38,2,2,15,5,0,5,2,CUL,1,7,10,45,12,8.3,6.9,16.2,31.6,44.7,18.4,5.3,-0.0549999999999999,0.374
2022,678.0,Tomateros de Culiacan,590271,Sebastián Elizalde,9,RF,282,85.0,114.0,0.0,3,0.277,13.0,3.0,7.0,56.0,1026,3.638,6.4,6.4,0.004,1.0,0.066,3.0,0.0,58,496,57,243,28,17,72,14,0,33,21,CUL,1,18,18,258,68,1.4,5.6,11.5,29.6,38.3,20.6,11.5,0.0,0.306
2022,678.0,Tomateros de Culiacan,519068,Efren Navarro,3,1B,256,66.0,81.0,0.0,7,0.324,6.0,1.0,6.0,36.0,1025,4.004,10.5,19.9,0.004,0.529,0.036,3.0,0.0,45,435,119,177,11,7,56,8,1,32,17,CUL,1,51,27,221,58,1.9,11.6,27.4,29.9,41.2,22.0,6.8,0.094,0.302
2022,678.0,Tomateros de Culiacan,641104,Carlos Mendivil,X,X,72,20.0,17.0,0.0,0,0.321,2.0,0.0,0.0,8.0,265,3.681,4.2,18.1,0.0,0.231,0.029,0.0,0.0,6,127,21,56,4,2,26,1,0,9,8,CUL,0,13,3,69,18,0.0,7.9,16.5,12.5,60.7,19.6,7.1,0.1389999999999999,0.279
2022,678.0,Tomateros de Culiacan,500869,Emmanuel Avila,5,3B,220,60.0,87.0,3.0,0,0.267,8.0,6.0,5.0,36.0,700,3.182,6.4,10.5,0.009,0.609,0.061,2.0,0.0,33,374,57,177,17,7,72,8,0,18,22,CUL,2,23,14,197,48,4.9,8.1,15.2,23.2,53.1,14.1,9.6,0.0409999999999999,0.295
2022,678.0,Tomateros de Culiacan,453575,Jose Guadalupe Chavez,6,SS,197,52.0,65.0,1.0,0,0.292,10.0,2.0,3.0,20.0,828,4.203,12.2,19.8,0.005,0.615,0.076,1.0,0.0,31,316,66,132,16,9,37,9,0,12,18,CUL,1,39,24,170,39,2.5,8.0,20.9,30.3,41.7,15.9,12.1,0.076,0.312
2022,678.0,Tomateros de Culiacan,594906,Alfredo Lopez,7,LF,101,21.0,30.0,0.0,0,0.271,2.0,2.0,3.0,11.0,402,3.98,14.9,13.9,0.0,1.071,0.024,2.0,0.0,14,166,23,70,9,2,26,2,0,7,10,CUL,0,14,15,84,19,0.0,5.7,13.9,22.9,51.4,12.9,12.9,-0.0099999999999999,0.309
2022,678.0,Tomateros de Culiacan,807596,Christian Lucero,7,LF,10,3.0,3.0,0.0,0,0.4,1.0,1.0,0.0,1.0,30,3.0,0.0,40.0,0.0,,0.111,0.0,0.0,0,15,4,5,0,0,3,0,0,0,2,CUL,0,4,0,9,2,,13.3,26.7,0.0,100.0,0.0,0.0,0.4,0.309
2022,678.0,Tomateros de Culiacan,546366,Francisco Lugo,7,LF,88,24.0,48.0,3.0,0,0.243,4.0,0.0,5.0,14.0,324,3.682,1.1,14.8,0.011,0.077,0.071,1.0,0.0,11,191,31,74,3,2,40,3,0,7,8,CUL,1,13,1,84,18,7.1,9.6,16.2,18.9,64.9,12.2,4.1,0.1369999999999999,0.233
2022,678.0,Tomateros de Culiacan,455378,Ali Solis,2,C,146,52.0,62.0,3.0,3,0.258,15.0,0.0,2.0,28.0,535,3.664,2.7,26.0,0.027,0.105,0.169,3.0,1.0,22,305,89,104,14,5,34,10,0,15,4,CUL,4,38,4,136,29,12.5,16.6,29.2,30.8,36.5,19.2,13.5,0.233,0.279
2022,678.0,Tomateros de Culiacan,656462,Isiah Gilliam,10,DH,116,36.0,70.0,0.0,1,0.24,11.0,0.0,4.0,20.0,433,3.733,12.9,20.7,0.017,0.625,0.16,1.0,0.0,17,205,51,77,10,4,26,6,0,9,5,CUL,2,24,15,100,20,8.7,11.8,24.9,29.9,40.3,16.9,13.0,0.0779999999999999,0.318
2022,678.0,Tomateros de Culiacan,656029,Alexis Wilson,2,C,96,22.0,39.0,1.0,1,0.266,5.0,1.0,3.0,18.0,359,3.74,8.3,22.9,0.0,0.364,0.059,1.0,0.0,19,179,44,65,13,2,14,4,0,9,4,CUL,0,22,8,85,17,0.0,12.3,24.6,35.4,27.7,16.9,20.0,0.146,0.259
2022,678.0,Tomateros de Culiacan,663550,Trey Cabbage,7,LF,77,21.0,30.0,1.0,0,0.324,4.0,1.0,0.0,9.0,296,3.844,3.9,46.8,0.026,0.083,0.111,1.0,0.0,8,170,68,37,1,1,14,4,0,5,4,CUL,2,36,3,72,13,16.7,23.0,40.0,32.4,48.6,16.2,2.7,0.429,0.246
2022,678.0,Tomateros de Culiacan,656448,Stone Garrett,8,CF,83,17.0,33.0,0.0,0,0.244,3.0,3.0,3.0,11.0,317,3.819,7.2,33.7,0.012,0.214,0.068,0.0,0.0,12,160,53,46,5,1,16,3,0,3,6,CUL,1,28,6,74,12,6.7,16.7,33.1,32.6,47.8,8.7,10.9,0.265,0.244
2022,678.0,Tomateros de Culiacan,802560,Ichiro Cano,6,SS,7,3.0,3.0,0.0,0,0.2,1.0,0.0,0.0,1.0,19,2.714,0.0,28.6,0.0,,0.286,0.0,0.0,0,12,3,5,1,0,3,0,0,0,1,CUL,0,2,0,7,1,,15.8,25.0,0.0,80.0,0.0,20.0,0.286,0.253
2022,678.0,Tomateros de Culiacan,698916,Rosman Verdugo,X,X,28,4.0,8.0,0.0,0,0.188,1.0,2.0,0.0,2.0,102,3.643,10.7,25.0,0.0,0.429,0.043,0.0,0.0,5,46,16,16,1,1,6,1,0,1,1,CUL,0,7,3,23,3,0.0,15.7,34.8,37.5,43.8,12.5,6.2,0.143,0.249
2022,678.0,Tomateros de Culiacan,666784,Omar Estévez,8,CF,18,2.0,6.0,0.0,0,0.143,0.0,0.0,0.0,5.0,77,4.278,5.6,16.7,0.0,0.333,0.0,0.0,0.0,2,41,10,14,3,1,6,0,0,1,1,CUL,0,3,1,17,2,0.0,13.0,24.4,14.3,50.0,14.3,21.4,0.111,0.146
2022,678.0,Tomateros de Culiacan,643549,Taylor Snyder,7,LF,58,9.0,29.0,0.0,0,0.135,1.0,0.0,0.0,7.0,209,3.603,6.9,27.6,0.017,0.25,0.056,2.0,0.0,12,115,43,38,5,4,11,2,0,2,2,CUL,1,16,4,54,6,7.1,20.6,37.4,36.8,34.2,15.8,13.2,0.207,0.172
2022,678.0,Tomateros de Culiacan,593604,Alberto Baldonado,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,CUL,0,0,0,0,0,,,,,,,,,
2022,678.0,Tomateros de Culiacan,701722,Sebastian Garcia,X,X,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,CUL,0,0,0,0,0,,,,,,,,,
2022,678.0,Tomateros de Culiacan,678405,Hansen Lopez,2,C,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,3.5,50.0,0.0,0.0,,0.0,0.0,0.0,0,3,2,1,0,0,1,0,0,0,0,CUL,0,0,1,1,0,,28.6,66.7,0.0,100.0,0.0,0.0,-0.5,0.362
2022,678.0,Tomateros de Culiacan,677981,Kevin Marnon,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,CUL,0,0,0,0,0,,,,,,,,,
2022,678.0,Tomateros de Culiacan,677775,Javier Mireles,X,X,10,0.0,6.0,0.0,0,0.0,0.0,0.0,1.0,1.0,33,3.3,0.0,10.0,0.0,,0.0,0.0,0.0,3,19,5,9,3,0,3,0,0,0,0,CUL,0,1,0,10,0,0.0,15.2,26.3,33.3,33.3,0.0,33.3,0.1,0.0
2022,678.0,Tomateros de Culiacan,424144,Oliver Pérez,1,P,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,4,1,1,0,0,0,0,0,0,0,CUL,0,0,0,1,0,0.0,14.3,25.0,100.0,0.0,0.0,0.0,0.0,0.0
2022,678.0,Tomateros de Culiacan,641995,Roel Ramírez,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,CUL,0,0,0,0,0,,,,,,,,,
2022,678.0,Tomateros de Culiacan,653252,Sasagi Sanchez,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,CUL,0,0,0,0,0,,,,,,,,,
