game_id,date,trajectory,event,coordX,coordY,pitchername,pitcherid,pitcher_hand,batter_name,batter_id,bat_side,split_batter,split_pitcher,balls,strikes,outs,isOut
758330,2023-12-27,ground_ball,single,174.39,112.05,Frank Duncan,641538,Right,Andrés Alvarez,687019,Right,vs_RHP,vs_RHB,0,1,0,False
758330,2023-12-27,line_drive,double,150.76,44.22,Frank Duncan,641538,Right,Ramon Rios,540204,Right,vs_RHP,vs_RHB,0,0,0,False
758330,2023-12-27,ground_ball,single,86.56,110.84,Frank Duncan,641538,Right,Joey Meneses,608841,Right,vs_RHP,vs_RHB,1,1,0,False
758330,2023-12-27,ground_ball,force_out,101.7,166.57,Frank Duncan,641538,Right,Peter O'Brien,598284,Right,vs_RHP,vs_RHB,2,1,0,True
758330,2023-12-27,fly_ball,field_out,130.17,84.8,Frank Duncan,641538,Right,Ademar Rifaela,642488,Left,vs_RHP,vs_LHB,2,2,1,True
758330,2023-12-27,popup,field_out,162.88,130.83,Frank Duncan,641538,Right,Michael Wing,519434,Right,vs_RHP,vs_RHB,0,1,2,True
758330,2023-12-27,popup,field_out,144.71,191.4,Jose Bravo,670986,Right,Taiki Sekine,692460,Left,vs_RHP,vs_LHB,0,0,0,True
758330,2023-12-27,ground_ball,field_out,141.07,161.12,Jose Bravo,670986,Right,Carlos Sepulveda,661148,Left,vs_RHP,vs_LHB,3,2,1,True
758330,2023-12-27,ground_ball,field_out,109.58,159.9,Jose Bravo,670986,Right,Allen Córdoba,642707,Right,vs_RHP,vs_RHB,0,1,2,True
758330,2023-12-27,ground_ball,single,176.2,124.77,Frank Duncan,641538,Right,Emmanuel Avila,500869,Left,vs_RHP,vs_LHB,0,2,0,False
758330,2023-12-27,fly_ball,single,147.73,110.84,Frank Duncan,641538,Right,Alexis Wilson,656029,Right,vs_RHP,vs_RHB,1,1,0,False
758330,2023-12-27,ground_ball,double,47.79,115.08,Frank Duncan,641538,Right,Andrés Alvarez,687019,Right,vs_RHP,vs_RHB,1,0,0,False
758330,2023-12-27,fly_ball,field_out,185.29,115.08,Nestor Anguamea,691959,Right,Ramon Rios,540204,Right,vs_RHP,vs_RHB,0,0,0,True
758330,2023-12-27,ground_ball,single,106.55,161.72,Jose Bravo,670986,Right,Isaias Tejeda,593471,Right,vs_RHP,vs_RHB,0,0,0,False
758330,2023-12-27,ground_ball,grounded_into_double_play,149.55,169.6,Jose Bravo,670986,Right,Fernando Perez,622047,Left,vs_RHP,vs_LHB,2,2,0,True
758330,2023-12-27,ground_ball,field_out,165.3,167.17,Jose Bravo,670986,Right,Juan Carlos Gamboa,585251,Left,vs_RHP,vs_LHB,2,1,2,True
758330,2023-12-27,ground_ball,single,136.23,93.88,Mario Perez,682961,Right,Emmanuel Avila,500869,Left,vs_RHP,vs_LHB,2,1,1,False
758330,2023-12-27,ground_ball,grounded_into_double_play,114.42,158.69,Mario Perez,682961,Right,Alexis Wilson,656029,Right,vs_RHP,vs_RHB,3,2,1,True
