season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,wOBA
2020,673.0,Aguilas de Mexicali,672951,Victor Ruiz,X,X,51,12.0,27.0,1.0,2,0.242,1.0,0.0,0.0,8.0,188,3.686,5.9,25.5,0.02,0.231,0.067,0.0,0.0,12,101,28,35,1,2,11,1,0,8,0,MXC,1,13,3,45,9,7.7,14.9,27.7,37.1,31.4,28.6,2.9,0.196,0.232
2020,673.0,Aguilas de Mexicali,574831,Michael Choice,7,LF,206,60.0,93.0,0.0,1,0.208,11.0,9.0,3.0,31.0,861,4.18,12.1,21.4,0.039,0.568,0.158,7.0,0.0,37,370,94,128,9,8,41,5,2,13,13,MXC,8,44,25,171,33,19.0,10.9,25.4,32.8,42.2,16.4,8.6,0.093,0.326
2020,673.0,Aguilas de Mexicali,662966,Bernardo Heras,2,C,74,24.0,37.0,0.0,2,0.196,7.0,0.0,1.0,11.0,260,3.514,4.1,17.6,0.027,0.231,0.159,1.0,1.0,15,131,29,58,8,4,18,2,0,6,5,MXC,2,13,3,69,13,11.8,11.2,22.1,29.3,39.7,17.2,13.8,0.1349999999999999,0.253
2020,673.0,Aguilas de Mexicali,665745,Javier Salazar,6,SS,157,27.0,53.0,9.0,0,0.204,4.0,2.0,5.0,27.0,573,3.65,13.4,10.8,0.0,1.235,0.04,3.0,0.0,26,232,33,117,10,3,56,0,0,10,12,MXC,0,17,21,125,22,0.0,5.8,14.2,22.2,58.1,11.1,8.5,-0.026,0.252
2020,673.0,Aguilas de Mexicali,665870,Kevin Zamudio,X,X,25,8.0,14.0,0.0,0,0.176,2.0,0.0,0.0,3.0,80,3.2,0.0,28.0,0.04,,0.16,0.0,0.0,8,52,18,18,2,0,4,1,0,2,1,MXC,1,7,0,25,4,11.1,22.5,34.6,50.0,27.8,11.1,11.1,0.28,0.214
2020,673.0,Aguilas de Mexicali,688022,Tristen Carranza,7,LF,25,3.0,1.0,2.0,0,0.333,0.0,1.0,0.0,1.0,95,3.8,12.0,40.0,0.0,0.3,0.0,0.0,1.0,1,54,22,11,0,1,6,0,0,2,1,MXC,0,10,3,19,3,0.0,23.2,40.7,9.1,63.6,27.3,0.0,0.28,0.232
2020,673.0,Aguilas de Mexicali,554031,Jose Manuel Orozco,X,X,78,11.0,39.0,0.0,1,0.163,2.0,1.0,6.0,12.0,320,4.103,7.7,28.2,0.0,0.273,0.043,0.0,0.0,16,159,48,49,8,2,15,1,0,7,0,MXC,0,22,6,70,8,0.0,15.0,30.2,34.7,30.6,18.4,16.3,0.2049999999999999,0.177
2020,673.0,Aguilas de Mexicali,510612,Francisco Cordoba,2,C,10,0.0,4.0,0.0,1,0.0,0.0,0.0,0.0,2.0,33,3.3,0.0,10.0,0.0,,0.0,0.0,0.0,3,13,2,9,3,0,3,0,0,0,0,MXC,0,1,0,9,0,0.0,6.1,15.4,33.3,33.3,0.0,33.3,0.1,0.0
2020,673.0,Aguilas de Mexicali,692269,Ramon Mora,X,X,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,MXC,0,0,0,0,0,,,,,,,,,
2020,673.0,Aguilas de Mexicali,672953,Gilberto Vizcarra,2,C,2,0.0,1.0,0.0,0,,0.0,0.0,0.0,0.0,10,5.0,0.0,100.0,0.0,,0.0,0.0,0.0,0,4,2,0,0,0,0,0,0,0,0,MXC,0,2,0,2,0,,20.0,50.0,,,,,1.0,0.0
2020,673.0,Aguilas de Mexicali,657129,Marcus Wilson,9,RF,4,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,4.5,0.0,50.0,0.0,,0.0,0.0,0.0,1,9,6,2,0,0,1,0,0,0,0,MXC,0,2,0,4,0,0.0,33.3,66.7,50.0,50.0,0.0,0.0,0.5,0.0
2020,674.0,Charros de Jalisco,668992,Missael Rivera,6,SS,128,58.0,54.0,1.0,0,0.421,13.0,2.0,4.0,30.0,496,3.875,7.0,15.6,0.008,0.45,0.147,1.0,1.0,18,204,43,97,8,3,27,9,0,18,14,JAL,1,20,9,116,41,3.7,8.7,21.1,27.8,42.3,21.6,8.2,0.086,0.415
2020,674.0,Charros de Jalisco,680029,Oziel Flores,X,X,26,8.0,7.0,0.0,0,0.389,1.0,0.0,0.0,3.0,102,3.923,19.2,11.5,0.0,1.667,0.048,0.0,1.0,1,47,12,18,3,0,7,2,0,4,1,JAL,0,3,5,21,7,0.0,11.8,25.5,16.7,44.4,22.2,16.7,-0.077,0.409
2020,674.0,Charros de Jalisco,469117,Amadeo Zazueta,6,SS,176,72.0,73.0,1.0,3,0.35,11.0,1.0,6.0,31.0,651,3.699,5.7,10.8,0.023,0.526,0.119,3.0,1.0,17,308,36,145,21,6,48,7,0,25,21,JAL,4,19,10,160,53,16.7,5.5,11.7,16.6,47.6,21.4,14.5,0.051,0.371
2020,674.0,Charros de Jalisco,515189,Japhet Amador,10,DH,227,122.0,91.0,0.0,2,0.327,26.0,0.0,7.0,43.0,841,3.705,7.9,16.7,0.066,0.474,0.271,4.0,0.0,31,397,75,171,12,5,57,20,2,22,22,JAL,15,38,18,207,66,29.4,8.9,18.9,29.8,46.2,15.8,8.2,0.088,0.42
2020,674.0,Charros de Jalisco,624221,Carlos Figueroa,8,CF,262,86.0,72.0,6.0,0,0.373,12.0,0.0,4.0,34.0,955,3.645,10.7,13.4,0.0,0.8,0.061,2.0,0.0,23,409,63,199,8,9,87,7,2,30,33,JAL,0,35,28,228,72,0.0,6.6,15.4,15.1,60.3,19.6,5.0,0.027,0.354
2020,674.0,Charros de Jalisco,645848,Dariel Álvarez,9,RF,251,105.0,105.0,0.0,3,0.306,18.0,1.0,8.0,53.0,855,3.406,6.8,7.6,0.032,0.895,0.148,4.0,0.0,35,441,60,214,26,12,70,18,0,22,31,JAL,8,19,17,230,71,15.1,7.0,13.6,24.8,47.2,15.9,12.1,0.0079999999999999,0.366
2020,674.0,Charros de Jalisco,625329,Henry Urrutia,3,1B,223,85.0,89.0,0.0,0,0.338,16.0,1.0,6.0,40.0,800,3.587,12.1,13.5,0.022,0.9,0.133,1.0,0.0,29,384,88,165,4,12,61,14,0,18,27,JAL,5,30,27,195,59,11.6,11.0,22.9,26.1,53.3,18.2,2.4,0.014,0.377
2020,674.0,Charros de Jalisco,587275,Alan Espinoza,2,C,144,59.0,66.0,0.0,2,0.324,12.0,1.0,3.0,20.0,498,3.458,4.2,17.4,0.028,0.24,0.148,2.0,0.0,22,304,82,112,7,4,40,10,0,19,10,JAL,4,25,6,135,39,12.5,16.5,27.0,28.6,44.6,20.5,6.2,0.1319999999999999,0.345
2020,674.0,Charros de Jalisco,676140,Julian Ornelas,7,LF,127,54.0,51.0,1.0,2,0.31,12.0,1.0,1.0,25.0,510,4.016,9.4,18.9,0.039,0.5,0.207,2.0,0.0,20,260,65,90,4,3,32,7,1,11,12,JAL,5,24,12,111,31,18.5,12.7,25.0,30.0,48.9,15.6,5.6,0.095,0.37
2020,674.0,Charros de Jalisco,473242,Agustin Murillo,5,3B,225,64.0,97.0,1.0,0,0.309,11.0,3.0,8.0,34.0,920,4.089,13.3,12.4,0.004,1.071,0.068,1.0,1.0,32,361,55,164,20,6,55,9,0,27,15,JAL,1,28,30,191,51,2.4,6.0,15.2,25.0,42.7,20.1,12.2,-0.009,0.343
2020,674.0,Charros de Jalisco,570799,Christian Villanueva,3,1B,135,53.0,49.0,0.0,1,0.258,12.0,0.0,4.0,23.0,565,4.185,17.0,12.6,0.044,1.353,0.216,1.0,0.0,17,229,47,95,17,5,27,6,0,12,11,JAL,6,17,23,111,29,26.1,8.3,20.5,24.2,40.0,17.9,17.9,-0.044,0.398
2020,674.0,Charros de Jalisco,497575,Manny Rodriguez,4,2B,212,68.0,76.0,0.0,1,0.291,13.0,4.0,7.0,38.0,806,3.802,9.0,13.2,0.014,0.679,0.101,1.0,0.0,24,392,65,161,21,8,59,9,0,17,23,JAL,3,28,19,188,49,9.1,8.1,16.6,20.5,50.9,15.5,13.0,0.042,0.332
2020,674.0,Charros de Jalisco,678411,Gustavo Ruiz,2,C,4,2.0,3.0,0.0,0,0.333,1.0,0.0,0.0,1.0,18,4.5,0.0,25.0,0.0,,0.25,0.0,0.0,0,10,5,3,0,1,1,1,0,0,0,JAL,0,1,0,4,1,0.0,27.8,50.0,33.3,33.3,33.3,0.0,0.25,0.331
2020,674.0,Charros de Jalisco,468368,Gabriel Gutierrez,2,C,77,20.0,43.0,1.0,0,0.258,4.0,0.0,3.0,13.0,280,3.636,6.5,11.7,0.0,0.556,0.056,2.0,0.0,10,128,20,63,5,2,30,0,0,8,8,JAL,0,9,5,71,16,0.0,7.1,15.6,15.9,60.3,15.9,7.9,0.052,0.253
2020,674.0,Charros de Jalisco,691858,Jared Serna,X,X,14,3.0,3.0,0.0,0,0.25,1.0,1.0,0.0,3.0,54,3.857,7.1,28.6,0.0,0.25,0.083,0.0,0.0,1,17,4,8,1,0,4,0,0,0,2,JAL,0,4,1,12,2,0.0,7.4,23.5,12.5,75.0,0.0,12.5,0.2149999999999999,0.269
2020,674.0,Charros de Jalisco,622700,Santiago Chávez,X,X,21,4.0,9.0,1.0,0,0.231,1.0,0.0,0.0,3.0,74,3.524,4.8,28.6,0.0,0.167,0.053,0.0,0.0,4,33,8,14,2,0,5,0,0,1,2,JAL,0,6,1,19,3,0.0,10.8,24.2,28.6,50.0,7.1,14.3,0.238,0.187
2020,674.0,Charros de Jalisco,547375,Sergio Perez,7,LF,25,3.0,12.0,0.0,0,0.176,0.0,0.0,0.0,3.0,97,3.88,0.0,32.0,0.0,,0.0,0.0,0.0,3,44,12,17,0,1,10,1,0,1,1,JAL,0,8,0,25,3,0.0,12.4,27.3,23.5,64.7,11.8,0.0,0.32,0.112
2020,674.0,Charros de Jalisco,679589,Fernando Villegas,7,LF,13,1.0,12.0,0.0,0,0.167,0.0,0.0,0.0,0.0,55,4.231,7.7,46.2,0.0,0.167,0.0,0.0,0.0,1,24,9,6,1,1,2,0,0,0,1,JAL,0,6,1,12,1,0.0,16.4,37.5,16.7,50.0,16.7,16.7,0.385,0.129
2020,674.0,Charros de Jalisco,660518,Juan Camacho,10,DH,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,2,0,1,0,0,1,0,0,0,0,JAL,0,0,0,1,0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2020,674.0,Charros de Jalisco,696110,Juan Raul Camacho,X,X,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,JAL,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2020,674.0,Charros de Jalisco,696030,Alejandro Osuna,X,X,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14,4.667,33.3,0.0,0.0,,0.0,0.0,0.0,1,3,0,2,0,1,0,0,0,0,0,JAL,0,0,1,2,0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,-0.333,0.246
2020,674.0,Charros de Jalisco,672361,Agustin Ruiz,X,X,2,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,3.0,0.0,50.0,0.0,,0.0,0.0,0.0,0,4,2,1,0,0,1,0,0,0,0,JAL,0,1,0,2,0,,33.3,50.0,0.0,100.0,0.0,0.0,0.5,0.0
2020,675.0,Caneros de los Mochis,606019,Esteban Quiroz,4,2B,234,84.0,62.0,0.0,3,0.312,16.0,6.0,2.0,30.0,1026,4.385,21.8,12.0,0.034,1.821,0.184,4.0,0.0,25,382,76,149,14,12,46,9,1,26,16,MOC,8,28,51,174,52,23.5,7.4,19.9,22.8,41.6,25.5,10.1,-0.098,0.437
2020,675.0,Caneros de los Mochis,666558,Eddy Martinez,8,CF,88,46.0,47.0,0.0,2,0.303,10.0,0.0,2.0,14.0,313,3.557,2.3,17.0,0.057,0.133,0.25,0.0,0.0,11,166,42,71,10,5,20,7,1,8,9,MOC,5,15,2,84,25,27.8,13.4,25.3,25.4,40.8,18.3,15.5,0.147,0.377
2020,675.0,Caneros de los Mochis,665455,Isaac Rodriguez,6,SS,228,77.0,49.0,3.0,0,0.321,9.0,5.0,4.0,27.0,852,3.737,9.2,12.7,0.022,0.724,0.095,2.0,1.0,26,333,43,173,14,13,62,11,0,22,25,MOC,5,29,21,199,58,13.5,5.0,12.9,21.4,50.3,20.2,8.1,0.035,0.353
2020,675.0,Caneros de los Mochis,666972,Guillermo Aviles,7,LF,28,12.0,15.0,0.0,0,0.333,3.0,0.0,0.0,4.0,83,2.964,10.7,21.4,0.036,0.5,0.2,2.0,0.0,1,41,11,19,1,1,9,1,0,4,2,MOC,1,6,3,25,7,50.0,13.3,26.8,10.5,57.9,26.3,5.3,0.107,0.358
2020,675.0,Caneros de los Mochis,510612,Francisco Cordoba,3,1B,69,23.0,31.0,0.0,0,0.341,5.0,2.0,2.0,11.0,328,4.754,13.0,18.8,0.014,0.692,0.121,1.0,1.0,7,138,17,45,5,2,15,4,0,10,2,MOC,1,13,9,58,16,9.1,5.2,12.3,24.4,37.8,26.7,11.1,0.0579999999999999,0.354
2020,675.0,Caneros de los Mochis,682761,Josuan Hernandez,3,1B,152,49.0,64.0,2.0,0,0.306,9.0,3.0,5.0,30.0,658,4.329,11.2,19.1,0.02,0.586,0.123,0.0,0.0,18,278,55,103,4,8,40,3,0,15,15,MOC,3,29,17,130,33,14.3,8.4,19.8,20.4,53.4,22.3,3.9,0.079,0.342
2020,675.0,Caneros de los Mochis,616613,Rodolfo Amador,5,3B,182,59.0,78.0,0.0,0,0.257,10.0,2.0,4.0,27.0,682,3.747,7.1,10.4,0.022,0.684,0.108,3.0,0.0,19,354,45,148,14,13,61,7,0,21,13,MOC,4,19,13,167,41,15.4,6.6,12.7,17.6,50.0,23.0,9.5,0.033,0.307
2020,675.0,Caneros de los Mochis,653248,Amilcar Gomez,8,CF,180,52.0,64.0,5.0,0,0.312,6.0,2.0,5.0,22.0,747,4.15,8.9,24.4,0.022,0.364,0.089,1.0,0.0,24,321,80,118,7,9,40,9,0,16,13,MOC,4,44,16,157,38,12.1,10.7,24.9,28.0,44.9,21.2,5.9,0.155,0.303
2020,675.0,Caneros de los Mochis,672590,Hector Guerrero,4,2B,53,12.0,21.0,1.0,0,0.324,1.0,0.0,2.0,10.0,223,4.208,9.4,24.5,0.0,0.385,0.021,0.0,0.0,4,90,12,35,4,5,11,1,0,5,5,MOC,0,13,5,47,11,0.0,5.4,13.3,14.3,45.7,28.6,11.4,0.151,0.271
2020,675.0,Caneros de los Mochis,660842,Juan Uriarte,2,C,132,45.0,46.0,3.0,0,0.266,10.0,3.0,3.0,20.0,464,3.515,3.0,18.9,0.023,0.16,0.139,3.0,0.0,16,237,56,100,8,9,39,4,0,13,11,MOC,3,25,4,122,28,15.0,12.1,23.6,20.0,50.0,22.0,8.0,0.159,0.284
2020,675.0,Caneros de los Mochis,669742,Darick Hall,3,1B,91,31.0,36.0,0.0,1,0.271,6.0,4.0,1.0,13.0,340,3.736,12.1,26.4,0.044,0.458,0.187,0.0,0.0,10,149,43,52,2,4,19,7,1,6,3,MOC,4,24,11,75,17,23.5,12.6,28.9,32.7,42.3,19.2,5.8,0.143,0.351
2020,675.0,Caneros de los Mochis,660518,Juan Camacho,3,1B,72,21.0,38.0,2.0,0,0.288,6.0,0.0,3.0,12.0,257,3.569,4.2,20.8,0.0,0.2,0.09,0.0,0.0,5,142,45,54,9,3,22,1,0,11,3,MOC,0,15,3,67,15,0.0,17.5,31.7,11.1,46.3,25.9,16.7,0.1659999999999999,0.258
2020,675.0,Caneros de los Mochis,516736,Leandro Castro,7,LF,149,62.0,68.0,0.0,0,0.188,13.0,2.0,4.0,21.0,546,3.664,7.4,16.8,0.067,0.44,0.243,2.0,0.0,23,290,67,111,17,8,34,9,0,8,12,MOC,10,25,11,136,29,31.2,12.3,23.1,28.8,41.4,14.4,15.3,0.094,0.331
2020,675.0,Caneros de los Mochis,611319,Jesus Arredondo,10,DH,117,27.0,35.0,1.0,0,0.275,4.0,0.0,1.0,9.0,493,4.214,9.4,21.4,0.0,0.44,0.048,0.0,0.0,12,232,53,81,7,9,31,2,1,9,10,MOC,0,25,11,105,22,0.0,10.8,22.8,17.3,50.6,22.2,9.9,0.12,0.255
2020,675.0,Caneros de los Mochis,696535,Brayan Mendoza,8,CF,41,7.0,21.0,1.0,0,0.28,0.0,0.0,0.0,5.0,139,3.39,7.3,29.3,0.0,0.25,0.0,1.0,0.0,2,68,21,26,2,0,15,1,0,3,3,MOC,0,12,3,37,7,0.0,15.1,30.9,11.5,69.2,11.5,7.7,0.2199999999999999,0.214
2020,675.0,Caneros de los Mochis,671056,Iván Herrera,2,C,58,10.0,23.0,0.0,0,0.25,1.0,1.0,2.0,8.0,247,4.259,13.8,22.4,0.0,0.615,0.02,2.0,0.0,11,81,13,36,2,1,13,0,0,4,5,MOC,0,13,8,49,9,0.0,5.3,16.0,30.6,50.0,13.9,5.6,0.086,0.267
2020,675.0,Caneros de los Mochis,666728,Carlos Soto,2,C,43,7.0,12.0,0.0,0,0.25,0.0,1.0,1.0,6.0,171,3.977,2.3,30.2,0.0,0.077,0.0,1.0,0.0,6,92,29,28,4,1,10,2,0,4,1,MOC,0,13,1,41,7,0.0,17.0,31.5,28.6,39.3,17.9,14.3,0.2789999999999999,0.188
2020,675.0,Caneros de los Mochis,466089,Saul Soto,10,DH,134,28.0,57.0,0.0,0,0.176,6.0,0.0,3.0,16.0,543,4.052,11.9,18.7,0.015,0.64,0.085,0.0,0.0,20,209,32,93,13,5,37,5,0,10,3,MOC,2,25,16,118,18,8.0,5.9,15.3,26.9,43.0,16.1,14.0,0.068,0.243
2020,675.0,Caneros de los Mochis,614182,Jose Carlos Urena,9,RF,49,7.0,20.0,0.0,0,0.219,0.0,0.0,3.0,10.0,196,4.0,4.1,30.6,0.0,0.133,0.0,0.0,0.0,5,98,29,32,3,3,14,2,0,1,4,MOC,0,15,2,47,7,0.0,14.8,29.6,21.9,56.2,12.5,9.4,0.265,0.164
2020,675.0,Caneros de los Mochis,692273,Brayan Guerrero,X,X,9,1.0,5.0,0.0,0,0.167,0.0,0.0,1.0,1.0,36,4.0,0.0,33.3,0.0,,0.0,0.0,0.0,2,19,6,6,1,0,2,0,0,1,0,MOC,0,3,0,9,1,0.0,16.7,31.6,33.3,33.3,16.7,16.7,0.333,0.104
2020,675.0,Caneros de los Mochis,673290,Fernando Inzunza,5,3B,42,5.0,27.0,0.0,0,0.111,2.0,0.0,0.0,4.0,156,3.714,14.3,21.4,0.0,0.667,0.056,0.0,0.0,7,71,22,27,8,1,8,1,0,1,1,MOC,0,9,6,36,3,0.0,14.1,31.0,29.6,33.3,7.4,29.6,0.071,0.191
2020,675.0,Caneros de los Mochis,654959,Andres Ayon,7,LF,9,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,2.0,42,4.667,22.2,44.4,0.0,0.5,0.0,0.0,0.0,1,15,5,3,1,0,1,0,0,0,0,MOC,0,4,2,7,0,0.0,11.9,33.3,33.3,33.3,0.0,33.3,0.222,0.164
2020,675.0,Caneros de los Mochis,698880,Juan Haro,X,X,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,2,0,2,1,0,1,0,0,0,0,MOC,0,0,0,2,0,,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0
2020,675.0,Caneros de los Mochis,680022,Jose Lugo,7,LF,12,0.0,10.0,0.0,0,0.0,0.0,0.0,1.0,1.0,43,3.583,0.0,33.3,0.0,,0.0,0.0,0.0,1,24,9,8,4,0,3,0,0,0,0,MOC,0,4,0,12,0,0.0,20.9,37.5,12.5,37.5,0.0,50.0,0.333,0.0
2020,676.0,Mayos de Navojoa,524648,Alejandro Gonzalez,9,RF,56,25.0,11.0,2.0,1,0.464,6.0,2.0,0.0,8.0,254,4.536,17.9,21.4,0.036,0.833,0.244,0.0,0.0,2,100,25,32,4,2,9,6,0,5,4,NAV,2,12,10,41,15,25.0,9.8,25.0,25.0,40.6,21.9,12.5,0.035,0.481
2020,676.0,Mayos de Navojoa,674840,Jorge Sesma,8,CF,126,43.0,46.0,2.0,1,0.402,7.0,2.0,4.0,21.0,479,3.802,8.7,22.2,0.008,0.393,0.082,0.0,0.0,15,209,53,85,6,7,23,5,0,17,12,NAV,1,28,11,110,34,5.0,11.1,25.4,23.5,41.2,28.2,7.1,0.135,0.357
2020,676.0,Mayos de Navojoa,596671,Omar Renteria,2,C,204,68.0,77.0,4.0,3,0.368,10.0,4.0,1.0,40.0,726,3.559,11.8,17.6,0.015,0.667,0.095,1.0,0.0,19,301,64,140,16,3,50,7,0,16,29,NAV,3,36,24,169,52,11.5,8.8,21.3,18.6,56.4,13.6,11.4,0.0579999999999999,0.364
2020,676.0,Mayos de Navojoa,607372,Juan Perez,7,LF,73,27.0,29.0,0.0,1,0.375,5.0,1.0,0.0,9.0,303,4.151,9.6,21.9,0.014,0.438,0.125,2.0,0.0,10,137,41,49,7,2,11,2,0,8,9,NAV,1,16,7,64,19,8.3,13.5,29.9,24.5,40.8,20.4,14.3,0.123,0.368
2020,676.0,Mayos de Navojoa,672359,Tirso Ornelas,7,LF,16,5.0,8.0,0.0,0,0.333,1.0,0.0,0.0,4.0,48,3.0,12.5,12.5,0.0,1.0,0.071,0.0,0.0,2,22,7,12,1,1,4,1,0,1,2,NAV,0,2,2,14,4,0.0,14.6,31.8,25.0,50.0,16.7,8.3,0.0,0.351
2020,676.0,Mayos de Navojoa,682761,Josuan Hernandez,3,1B,62,19.0,17.0,0.0,3,0.277,3.0,0.0,2.0,13.0,228,3.677,11.3,11.3,0.016,1.0,0.096,2.0,0.0,7,75,9,48,2,4,21,2,0,6,6,NAV,1,7,7,52,14,11.1,3.9,12.0,18.8,56.2,20.8,4.2,0.0,0.315
2020,676.0,Mayos de Navojoa,593432,Jesus Loya,7,LF,71,23.0,21.0,2.0,0,0.283,4.0,1.0,2.0,12.0,257,3.62,8.5,11.3,0.014,0.75,0.113,3.0,0.0,11,121,22,56,5,4,20,5,0,3,8,NAV,1,8,6,62,16,6.2,8.6,18.2,28.6,50.0,12.5,8.9,0.0279999999999999,0.312
