season,team_id,team_name,player_id,Name,POS,G,GO,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,PA,TB,RBI,LOB,sacBunts,SF,BABIP,GO/FO,AB/HR,team,1B
2024,678.0,Tomateros de Culiacan,519068,Efren Navarro,1B,24,15,3,1,0,0,14,10,1,23,1,0.343,67,0.43,0.358,0.788,0,0,,4,324,79,24,5,30,0,1,0.426,0.94,,CUL,
2024,678.0,Tomateros de Culiacan,608841,Joey Meneses,1B,25,20,16,7,0,6,9,14,0,28,2,0.315,89,0.411,0.596,1.007,0,3,100.0,2,406,107,53,28,42,0,2,0.289,0.59,14.83,CUL,
2024,678.0,Tomateros de Culiacan,655996,Cristian Santana,LF,29,22,13,4,0,5,26,14,0,33,1,0.311,106,0.39,0.491,0.881,1,1,50.0,2,475,123,52,21,61,0,2,0.364,0.81,21.2,CUL,
2024,678.0,Tomateros de Culiacan,606019,Esteban Quiroz,2B,27,16,26,7,0,5,19,25,1,25,2,0.309,81,0.46,0.58,1.04,0,3,100.0,1,535,113,47,19,25,0,5,0.323,0.62,16.2,CUL,
2024,678.0,Tomateros de Culiacan,596105,Dwight Smith Jr.,RF,27,17,20,5,0,5,26,19,3,28,2,0.304,92,0.43,0.522,0.952,0,5,100.0,2,478,114,48,15,44,0,1,0.371,0.77,18.4,CUL,
2024,678.0,Tomateros de Culiacan,677605,Luis Verdugo,SS,18,16,10,5,1,2,13,3,0,19,0,0.297,64,0.324,0.5,0.824,0,1,100.0,1,260,69,32,9,27,1,1,0.34,0.89,32.0,CUL,
2024,678.0,Tomateros de Culiacan,687019,Andrés Alvarez,SS,18,19,11,5,0,3,19,6,0,21,0,0.292,72,0.338,0.486,0.824,0,4,100.0,1,313,83,35,10,26,3,2,0.346,1.06,24.0,CUL,
2024,678.0,Tomateros de Culiacan,657675,Rudy Martin,CF,28,32,24,5,0,1,16,13,0,28,3,0.252,111,0.344,0.324,0.668,2,14,87.5,2,500,129,36,6,42,1,1,0.284,0.86,111.0,CUL,
2024,678.0,Tomateros de Culiacan,540204,Ramon Rios,DH,19,26,6,3,0,1,4,6,0,16,0,0.242,66,0.306,0.333,0.639,2,2,50.0,2,227,72,22,8,28,0,0,0.246,1.3,66.0,CUL,
2024,678.0,Tomateros de Culiacan,677690,Diosbel Arias,3B,24,24,2,4,0,0,19,7,0,20,1,0.225,89,0.286,0.27,0.556,1,0,0.0,5,356,98,24,9,47,0,1,0.282,0.89,,CUL,
2024,678.0,Tomateros de Culiacan,652999,Jesus Fabela,LF,24,9,7,1,0,1,10,4,0,6,0,0.194,31,0.286,0.323,0.609,0,1,100.0,0,142,36,10,3,20,1,0,0.25,1.29,31.0,CUL,
2024,678.0,Tomateros de Culiacan,802560,Ichiro Cano,X,9,4,1,0,0,0,4,1,0,2,0,0.182,11,0.25,0.182,0.432,1,0,0.0,0,44,12,2,1,8,0,0,0.286,4.0,,CUL,
2024,678.0,Tomateros de Culiacan,677977,Edgar Robles,LF,17,5,5,0,0,1,4,6,0,3,0,0.176,17,0.391,0.353,0.744,1,0,0.0,0,96,23,6,6,8,0,0,0.167,1.0,17.0,CUL,
2024,678.0,Tomateros de Culiacan,455378,Ali Solis,C,21,17,6,4,0,0,19,4,0,11,2,0.175,63,0.246,0.238,0.484,0,1,100.0,1,271,72,15,1,36,3,0,0.25,0.89,,CUL,
2024,678.0,Tomateros de Culiacan,829259,Jose Cervantes,X,2,0,0,0,0,0,0,0,0,0,0,0.0,2,0.0,0.0,0.0,0,0,,0,5,2,0,0,0,0,0,0.0,0.0,,CUL,
2024,678.0,Tomateros de Culiacan,678405,Hansen Lopez,C,2,0,0,0,0,0,1,1,0,0,0,0.0,2,0.333,0.0,0.333,0,0,,0,14,3,0,0,0,0,0,0.0,0.0,,CUL,
2024,678.0,Tomateros de Culiacan,668665,Stephen Nogosek,P,14,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,,,,CUL,
2024,679.0,Venados de Mazatlan,641323,Luis Aviles Jr.,DH,10,14,5,4,0,0,1,5,0,16,0,0.421,38,0.488,0.526,1.014,1,2,66.7,3,168,44,20,3,16,1,0,0.432,1.75,,MAZ,
2024,679.0,Venados de Mazatlan,608608,Carlos Munoz,1B,12,6,0,0,0,0,3,3,0,6,0,0.4,15,0.5,0.4,0.9,0,0,,0,72,19,6,2,4,1,0,0.5,6.0,,MAZ,
2024,679.0,Venados de Mazatlan,624221,Carlos Figueroa,X,10,2,4,1,0,0,1,1,0,2,0,0.333,6,0.429,0.5,0.929,0,0,,0,27,7,3,1,2,0,0,0.4,2.0,,MAZ,
2024,679.0,Venados de Mazatlan,455369,Ramiro Pena,2B,30,31,14,5,0,0,6,7,1,37,2,0.316,117,0.357,0.359,0.716,0,2,100.0,1,432,130,42,12,38,1,3,0.325,0.66,,MAZ,
2024,679.0,Venados de Mazatlan,640447,Phillip Ervin,LF,9,6,3,3,1,0,7,3,0,10,1,0.294,34,0.35,0.441,0.791,0,0,,1,153,40,15,8,18,0,2,0.345,0.46,,MAZ,
2024,679.0,Venados de Mazatlan,668165,Jose Gaitan,LF,20,21,7,1,0,0,13,16,0,18,1,0.29,62,0.443,0.306,0.749,1,3,75.0,1,326,82,19,4,26,3,0,0.367,1.62,,MAZ,
2024,679.0,Venados de Mazatlan,678540,Brayan Quintero,SS,28,33,13,2,0,0,14,3,0,27,4,0.287,94,0.337,0.309,0.646,1,0,0.0,2,352,104,29,12,53,3,0,0.338,1.43,,MAZ,
2024,679.0,Venados de Mazatlan,671246,Fabricio Macias,RF,26,34,13,7,1,1,24,7,0,25,3,0.266,94,0.337,0.394,0.731,1,1,50.0,2,408,108,37,5,36,4,0,0.348,2.27,94.0,MAZ,
2024,679.0,Venados de Mazatlan,599096,Dilson Herrera,DH,21,21,9,3,0,1,12,12,0,18,0,0.261,69,0.37,0.348,0.718,1,0,0.0,1,339,82,24,7,26,1,0,0.304,1.11,69.0,MAZ,
2024,679.0,Venados de Mazatlan,622603,Carlos Castro,C,18,19,8,4,0,1,15,5,0,16,0,0.258,62,0.304,0.371,0.675,1,0,0.0,4,273,69,23,7,26,0,2,0.313,1.36,62.0,MAZ,
2024,679.0,Venados de Mazatlan,678499,Randy Romero,CF,9,11,1,1,0,0,5,2,0,9,1,0.257,35,0.316,0.286,0.602,0,2,100.0,0,148,38,10,3,15,0,0,0.3,1.1,,MAZ,
2024,679.0,Venados de Mazatlan,660563,Joseph Rosa,3B,12,12,6,2,0,0,14,10,1,10,1,0.256,39,0.42,0.308,0.728,0,3,100.0,2,212,51,12,2,21,1,0,0.4,3.0,,MAZ,
2024,679.0,Venados de Mazatlan,503429,Walter Ibarra,X,13,7,3,1,0,0,6,2,1,6,1,0.25,24,0.31,0.292,0.602,0,1,100.0,1,108,29,7,5,18,0,2,0.3,1.0,,MAZ,
2024,679.0,Venados de Mazatlan,501317,Francisco Peguero,DH,4,6,3,0,0,0,7,0,0,4,0,0.235,17,0.235,0.235,0.47,0,0,,2,60,17,4,2,13,0,0,0.4,6.0,,MAZ,
2024,679.0,Venados de Mazatlan,634496,Leo German,RF,20,15,7,3,0,1,13,4,0,12,0,0.231,52,0.286,0.346,0.632,0,2,100.0,0,208,58,18,4,26,2,0,0.289,1.07,52.0,MAZ,
2024,679.0,Venados de Mazatlan,675202,Juan Kirk,C,18,23,5,0,0,1,13,2,0,12,1,0.218,55,0.254,0.273,0.527,0,0,,2,238,60,15,8,37,1,1,0.262,2.56,55.0,MAZ,
2024,679.0,Venados de Mazatlan,543875,Niko Vasquez,1B,21,16,5,4,0,2,29,7,0,17,2,0.218,78,0.292,0.346,0.638,0,1,100.0,2,369,89,27,14,46,0,2,0.306,0.89,39.0,MAZ,
2024,679.0,Venados de Mazatlan,499926,Alex Liddi,3B,14,14,5,2,0,0,14,3,0,6,0,0.13,46,0.167,0.174,0.341,0,2,100.0,3,198,55,8,7,22,1,5,0.162,0.78,,MAZ,
2024,679.0,Venados de Mazatlan,685736,Cristian Mejia,C,7,2,1,0,0,0,3,2,0,1,0,0.1,10,0.25,0.1,0.35,0,0,,0,50,12,1,0,6,0,0,0.143,0.5,,MAZ,
2024,679.0,Venados de Mazatlan,593471,Isaias Tejeda,1B,3,2,0,0,0,0,4,1,0,1,0,0.1,10,0.182,0.1,0.282,0,0,,1,41,11,1,0,5,0,0,0.167,0.67,,MAZ,
2024,679.0,Venados de Mazatlan,689161,Carlos Arellano,X,19,6,6,0,0,0,6,2,0,0,0,0.0,17,0.105,0.0,0.105,0,0,,1,80,19,0,0,13,0,0,0.0,1.2,,MAZ,
2024,679.0,Venados de Mazatlan,801726,Santiago Gomez,2B,2,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,,0,4,1,0,0,0,0,0,,,,MAZ,
2024,679.0,Venados de Mazatlan,683110,Miguel Ojeda Jr.,X,3,1,0,0,0,0,1,0,0,0,0,0.0,2,0.0,0.0,0.0,0,0,,0,11,2,0,0,1,0,0,0.0,1.0,,MAZ,
2024,680.0,Yaquis de Obregon,614182,Jose Carlos Urena,LF,14,6,7,2,0,1,10,9,0,11,2,0.344,32,0.512,0.5,1.012,0,2,100.0,2,168,43,16,7,12,0,0,0.476,1.2,32.0,OBR,
2024,680.0,Yaquis de Obregon,571685,Anthony García,DH,19,14,7,4,0,2,14,9,0,20,3,0.303,66,0.4,0.455,0.855,1,3,75.0,0,328,81,30,10,32,1,2,0.346,0.67,33.0,OBR,
2024,680.0,Yaquis de Obregon,628013,Victor Mendoza,1B,28,28,9,3,0,1,11,13,2,28,3,0.289,97,0.383,0.351,0.734,0,1,100.0,8,416,115,34,12,61,0,2,0.31,0.88,97.0,OBR,
2024,680.0,Yaquis de Obregon,642707,Allen Córdoba,CF,28,30,16,1,0,1,17,6,0,32,5,0.276,116,0.339,0.31,0.649,1,8,88.9,0,493,127,36,7,39,0,0,0.316,0.81,116.0,OBR,
2024,680.0,Yaquis de Obregon,672438,Roberto Valenzuela,3B,28,39,15,6,0,0,12,8,0,27,4,0.262,103,0.336,0.32,0.656,0,0,,4,501,119,33,13,45,3,1,0.293,1.34,,OBR,
2024,680.0,Yaquis de Obregon,656185,Greg Allen,LF,7,10,3,1,0,1,3,4,0,6,1,0.25,24,0.379,0.417,0.796,0,2,100.0,0,122,30,10,2,15,1,0,0.25,1.67,24.0,OBR,
2024,680.0,Yaquis de Obregon,468368,Gabriel Gutierrez,C,9,4,2,1,0,0,2,2,0,3,0,0.25,12,0.333,0.333,0.666,0,0,,0,65,15,4,4,6,0,1,0.273,1.0,,OBR,
2024,680.0,Yaquis de Obregon,573627,Kennys Vargas,DH,9,5,4,2,0,0,9,5,1,8,1,0.242,33,0.359,0.303,0.662,0,0,,0,168,39,10,6,17,0,0,0.333,0.45,,OBR,
2024,680.0,Yaquis de Obregon,603877,Fernando Flores,X,18,15,2,2,0,0,4,3,0,8,0,0.229,35,0.289,0.286,0.575,0,0,,2,140,39,10,2,19,1,0,0.258,1.67,,OBR,
2024,680.0,Yaquis de Obregon,679589,Fernando Villegas,RF,22,26,5,1,0,3,14,6,0,17,3,0.224,76,0.302,0.355,0.657,1,2,66.7,4,314,87,27,14,33,1,1,0.233,1.24,25.33,OBR,
2024,680.0,Yaquis de Obregon,660620,Jonathan Araúz,2B,18,16,6,3,0,1,10,10,0,12,0,0.194,62,0.301,0.29,0.591,1,2,66.7,1,288,73,18,5,24,0,1,0.212,0.64,62.0,OBR,
2024,680.0,Yaquis de Obregon,692944,Kevin Villavicencio,SS,21,15,6,0,0,0,8,4,0,9,0,0.188,48,0.25,0.188,0.438,1,2,66.7,2,168,52,9,1,21,0,0,0.225,0.94,,OBR,
2024,680.0,Yaquis de Obregon,622700,Santiago Chávez,C,22,15,5,3,0,0,19,2,0,9,1,0.161,56,0.203,0.214,0.417,2,0,0.0,2,239,61,12,3,33,2,0,0.243,1.0,,OBR,
2024,680.0,Yaquis de Obregon,640460,Dustin Peterson,RF,4,3,1,0,0,0,6,3,0,2,0,0.143,14,0.294,0.143,0.437,0,1,100.0,1,80,17,2,0,6,0,0,0.25,1.0,,OBR,
2024,680.0,Yaquis de Obregon,616404,Edson Garcia,2B,22,10,2,2,0,0,8,8,0,4,1,0.121,33,0.302,0.182,0.484,1,1,50.0,1,182,44,6,3,17,1,1,0.154,0.77,,OBR,
2024,680.0,Yaquis de Obregon,546990,Anthony Alford,LF,8,7,1,0,0,1,11,2,0,3,0,0.115,26,0.179,0.231,0.41,0,1,100.0,1,118,28,6,2,22,0,0,0.143,1.4,26.0,OBR,
2024,680.0,Yaquis de Obregon,585251,Juan Carlos Gamboa,SS,9,9,4,0,0,1,8,6,0,3,0,0.111,27,0.273,0.222,0.495,0,0,,0,146,33,6,4,6,0,0,0.111,1.29,27.0,OBR,
2024,680.0,Yaquis de Obregon,607752,Sam Travis,LF,6,7,1,0,0,0,6,2,0,1,0,0.05,20,0.13,0.05,0.18,1,1,50.0,2,102,23,1,1,9,0,1,0.067,1.0,,OBR,
2024,680.0,Yaquis de Obregon,680029,Oziel Flores,X,8,0,2,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,1,1,50.0,0,2,1,0,0,0,0,0,0.0,0.0,,OBR,
2024,680.0,Yaquis de Obregon,802888,Victor Marquez,X,7,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0.0,0.0,,OBR,
2024,680.0,Yaquis de Obregon,624523,Riley Unroe,2B,5,9,3,0,0,0,2,6,0,0,1,0.0,16,0.304,0.0,0.304,1,0,0.0,0,95,24,0,1,7,1,0,0.0,1.5,,OBR,
2024,5482.0,Algodoneros de Guasave,660840,Jose Lizarraga,C,12,3,3,0,0,0,1,1,0,6,0,0.5,12,0.538,0.5,1.038,0,0,,1,59,13,6,2,3,0,0,0.545,1.5,,GSV,
2024,5482.0,Algodoneros de Guasave,660436,Yadir Drake,RF,19,20,7,9,0,2,10,5,1,23,0,0.319,72,0.354,0.528,0.882,1,1,50.0,2,262,79,38,14,33,0,2,0.339,0.95,36.0,GSV,
2024,5482.0,Algodoneros de Guasave,592312,Jorge Flores,SS,27,18,11,2,1,0,21,10,0,26,0,0.286,91,0.353,0.33,0.683,2,1,33.3,5,407,103,30,10,35,1,1,0.366,0.64,,GSV,
2024,5482.0,Algodoneros de Guasave,807581,Randy Delgado,DH,14,5,2,0,0,0,4,1,0,4,0,0.25,16,0.294,0.25,0.544,0,0,,0,61,18,4,1,7,1,0,0.333,1.25,,GSV,
2024,5482.0,Algodoneros de Guasave,510548,Jose Heberto Felix,C,3,1,0,0,0,0,0,1,0,1,0,0.25,4,0.4,0.25,0.65,0,0,,0,23,5,1,0,0,0,0,0.25,0.5,,GSV,
2024,5482.0,Algodoneros de Guasave,656029,Alexis Wilson,C,15,15,4,3,0,1,7,8,0,11,1,0.25,44,0.377,0.386,0.763,0,1,100.0,1,215,56,17,8,33,3,0,0.278,1.07,44.0,GSV,
2024,5482.0,Algodoneros de Guasave,477399,Jesse Castillo,DH,28,19,6,3,0,1,20,19,2,20,2,0.244,82,0.394,0.317,0.711,1,1,50.0,0,442,104,26,7,28,0,1,0.306,0.79,82.0,GSV,
2024,5482.0,Algodoneros de Guasave,687045,Justin Wylie,2B,29,26,12,6,0,3,22,14,0,25,1,0.243,103,0.336,0.388,0.724,2,4,66.7,1,466,120,40,15,42,1,1,0.278,0.81,34.33,GSV,
2024,5482.0,Algodoneros de Guasave,669315,Orlando Pina,3B,12,10,4,0,0,2,10,3,1,8,2,0.242,33,0.342,0.424,0.766,0,0,,5,161,38,14,7,15,0,0,0.286,2.0,16.5,GSV,
2024,5482.0,Algodoneros de Guasave,682183,Drew Avans,CF,25,29,16,6,1,0,14,11,0,23,1,0.235,98,0.315,0.316,0.631,2,9,81.8,3,416,112,31,7,54,1,1,0.271,0.85,,GSV,
2024,5482.0,Algodoneros de Guasave,652669,Angel Erro,3B,19,18,8,3,0,0,7,6,0,13,2,0.232,56,0.323,0.286,0.609,0,0,,1,266,65,16,4,26,0,1,0.26,0.95,,GSV,
2024,5482.0,Algodoneros de Guasave,604996,Carlos Garzon,C,11,4,2,0,0,1,9,4,0,5,0,0.227,22,0.333,0.364,0.697,0,0,,0,125,28,8,3,10,1,1,0.308,0.67,22.0,GSV,
2024,5482.0,Algodoneros de Guasave,700032,Victor Labrada,LF,16,12,7,0,1,3,18,4,0,11,1,0.216,51,0.286,0.431,0.717,1,3,75.0,0,218,58,22,6,22,2,0,0.267,1.0,17.0,GSV,
2024,5482.0,Algodoneros de Guasave,701033,Jorge Rivera,SS,9,9,1,1,0,0,3,0,0,4,1,0.211,19,0.25,0.263,0.513,0,0,,1,73,20,5,2,10,0,0,0.25,3.0,,GSV,
2024,5482.0,Algodoneros de Guasave,657733,Roberto Ramos,1B,28,18,11,4,0,3,23,13,1,18,0,0.202,89,0.301,0.348,0.649,0,0,,2,437,103,31,9,44,0,1,0.234,0.58,29.67,GSV,
2024,5482.0,Algodoneros de Guasave,643271,Narciso Crook,RF,11,11,6,3,0,1,10,7,1,7,0,0.194,36,0.326,0.361,0.687,3,0,0.0,0,157,43,13,1,21,0,0,0.24,1.38,36.0,GSV,
2024,5482.0,Algodoneros de Guasave,674504,Francisco Hernandez,LF,18,15,3,2,0,1,13,3,0,7,1,0.163,43,0.234,0.279,0.513,0,0,,1,204,49,12,5,21,2,0,0.207,1.5,43.0,GSV,
2024,5482.0,Algodoneros de Guasave,685694,Keven Lamas,2B,20,16,4,2,0,0,14,6,0,8,4,0.154,52,0.29,0.192,0.482,2,1,33.3,3,246,62,10,5,31,0,0,0.211,1.14,,GSV,
2024,5482.0,Algodoneros de Guasave,806873,Yael Romero,X,7,0,2,0,0,0,3,3,0,1,1,0.143,7,0.455,0.143,0.598,0,0,,0,57,11,1,1,3,0,0,0.25,0.0,,GSV,
2024,5482.0,Algodoneros de Guasave,674706,Alan Lopez,X,12,2,3,0,0,0,3,0,0,1,0,0.111,9,0.111,0.111,0.222,0,1,100.0,0,35,9,1,0,2,0,0,0.167,0.67,,GSV,
2024,5482.0,Algodoneros de Guasave,811366,Brandon Jaime,C,1,1,0,0,0,0,0,0,0,0,0,0.0,2,0.0,0.0,0.0,0,0,,0,5,2,0,0,0,0,0,0.0,1.0,,GSV,
2024,5483.0,Sultanes de Monterrey,663618,Josh Stowers,CF,3,2,3,2,0,0,3,1,0,7,0,0.538,13,0.533,0.692,1.225,1,1,50.0,0,55,15,9,3,1,0,1,0.636,1.0,,MTY,
2024,5483.0,Sultanes de Monterrey,624523,Riley Unroe,2B,5,7,1,1,0,0,2,1,0,7,0,0.368,19,0.4,0.421,0.821,1,0,0.0,0,83,24,8,4,8,4,0,0.412,1.0,,MTY,
2024,5483.0,Sultanes de Monterrey,495664,Ricardo Serrano,X,4,3,0,0,0,0,2,0,0,3,0,0.333,9,0.3,0.333,0.633,0,0,,2,30,10,3,1,6,0,1,0.375,1.5,,MTY,
2024,5483.0,Sultanes de Monterrey,661541,Donovan Casey,CF,16,12,7,2,0,1,16,5,0,18,1,0.305,59,0.369,0.39,0.759,1,7,87.5,1,238,65,23,5,29,0,0,0.405,0.92,59.0,MTY,
2024,5483.0,Sultanes de Monterrey,661148,Carlos Sepulveda,2B,22,20,8,5,1,0,13,23,2,22,0,0.297,74,0.464,0.392,0.856,1,4,80.0,2,453,97,29,8,19,0,0,0.361,1.05,,MTY,
2024,5483.0,Sultanes de Monterrey,673374,Cesar Mendoza,DH,23,23,3,2,0,1,16,10,1,20,3,0.286,70,0.393,0.357,0.75,1,0,0.0,5,330,85,25,6,35,1,1,0.352,1.77,70.0,MTY,
