season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,2B,3B,IBB,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,wOBA
2024,5483.0,Sultanes de Monterrey,663618,Josh Stowers,8,CF,24,10.0,7.0,0.0,1,0.4,2.0,0.0,0.0,2.0,74,3.083,4.2,12.5,0.0,0.333,0.091,0.0,0.0,5,41,5,20,1,0,6,1,0,4,3,MTY,0,3,1,22,8,2.0,0.0,0.0,0.0,6.8,12.2,30.0,45.0,20.0,5.0,0.0829999999999999,0.382
2024,5483.0,Sultanes de Monterrey,495664,Ricardo Serrano,X,X,10,3.0,6.0,0.0,1,0.375,0.0,0.0,2.0,3.0,30,3.0,0.0,20.0,0.0,,0.0,0.0,0.0,2,19,6,8,0,0,3,0,0,0,3,MTY,0,2,0,9,3,0.0,0.0,0.0,0.0,20.0,31.6,25.0,75.0,0.0,0.0,0.2,0.285
2024,5483.0,Sultanes de Monterrey,624523,Riley Unroe,4,2B,29,11.0,9.0,4.0,0,0.364,2.0,0.0,1.0,7.0,104,3.586,3.4,6.9,0.0,0.5,0.125,1.0,0.0,8,53,7,26,0,0,10,2,0,2,4,MTY,0,2,1,24,8,1.0,1.0,0.0,0.0,6.7,13.2,38.5,53.8,7.7,0.0,0.035,0.329
2024,5483.0,Sultanes de Monterrey,661541,Donovan Casey,8,CF,73,26.0,32.0,1.0,0,0.396,4.0,1.0,1.0,12.0,263,3.603,6.8,23.3,0.014,0.294,0.091,2.0,0.0,10,150,37,50,1,3,16,2,0,6,12,MTY,1,17,5,66,20,3.0,0.0,0.0,8.3,14.1,24.7,24.0,56.0,18.0,2.0,0.165,0.356
2024,5483.0,Sultanes de Monterrey,661148,Carlos Sepulveda,4,2B,106,31.0,21.0,0.0,1,0.353,6.0,0.0,2.0,11.0,494,4.66,23.6,12.3,0.0,1.923,0.088,0.0,0.0,13,181,21,68,6,3,22,1,0,12,11,MTY,0,13,25,80,24,5.0,1.0,2.0,0.0,4.3,11.6,20.6,48.5,22.1,8.8,-0.1129999999999999,0.401
2024,5483.0,Sultanes de Monterrey,673374,Cesar Mendoza,10,DH,85,25.0,35.0,1.0,1,0.352,3.0,3.0,5.0,12.0,330,3.882,11.8,18.8,0.012,0.625,0.071,0.0,0.0,10,144,33,56,1,2,23,3,0,7,10,MTY,1,16,10,70,20,2.0,0.0,1.0,7.7,10.0,22.9,23.2,58.9,16.1,1.8,0.07,0.354
2024,5483.0,Sultanes de Monterrey,664009,Brantley Bell,3,1B,16,4.0,10.0,0.0,0,0.333,0.0,0.0,0.0,2.0,69,4.312,6.3,18.8,0.0,0.333,0.0,1.0,0.0,3,29,5,12,1,0,4,2,0,2,0,MTY,0,3,1,15,4,0.0,0.0,0.0,0.0,7.2,17.2,41.7,33.3,16.7,8.3,0.125,0.283
2024,5483.0,Sultanes de Monterrey,554031,Jose Manuel Orozco,7,LF,59,17.0,16.0,0.0,0,0.353,2.0,0.0,0.0,3.0,257,4.356,10.2,30.5,0.017,0.333,0.075,0.0,0.0,8,124,40,35,4,1,9,1,0,9,3,MTY,1,18,6,53,13,1.0,0.0,0.0,11.1,15.6,32.3,25.7,34.3,28.6,11.4,0.203,0.313
2024,5483.0,Sultanes de Monterrey,594020,Ricardo Valenzuela,2,C,97,36.0,36.0,1.0,0,0.281,9.0,2.0,4.0,15.0,397,4.093,7.2,20.6,0.031,0.35,0.172,1.0,0.0,11,162,43,68,9,6,21,7,0,8,6,MTY,3,20,7,87,21,6.0,0.0,0.0,16.7,10.8,26.5,26.5,39.7,20.6,13.2,0.134,0.342
2024,5483.0,Sultanes de Monterrey,661311,Brandon Villarreal,8,CF,98,23.0,32.0,3.0,1,0.288,2.0,4.0,1.0,12.0,370,3.776,3.1,15.3,0.0,0.2,0.023,3.0,0.0,10,169,16,76,12,3,30,0,0,9,12,MTY,0,15,3,87,21,2.0,0.0,0.0,0.0,4.3,9.5,13.2,55.3,15.8,15.8,0.122,0.266
2024,5483.0,Sultanes de Monterrey,679589,Fernando Villegas,7,LF,25,6.0,13.0,1.0,0,0.385,1.0,2.0,0.0,2.0,101,4.04,0.0,36.0,0.0,,0.045,0.0,0.0,4,50,17,14,1,2,2,1,0,2,2,MTY,0,9,0,22,5,1.0,0.0,0.0,0.0,16.8,34.0,35.7,28.6,28.6,7.1,0.36,0.268
2024,5483.0,Sultanes de Monterrey,616570,Daniel Sanchez,2,C,21,5.0,8.0,0.0,0,0.235,1.0,0.0,0.0,3.0,70,3.333,14.3,4.8,0.0,3.0,0.056,0.0,0.0,3,32,5,17,2,3,5,0,0,0,4,MTY,0,1,3,18,4,1.0,0.0,1.0,0.0,7.1,15.6,17.6,52.9,17.6,11.8,-0.0949999999999999,0.271
2024,5483.0,Sultanes de Monterrey,500869,Emmanuel Avila,5,3B,100,28.0,34.0,3.0,1,0.26,7.0,4.0,6.0,17.0,339,3.39,3.0,17.0,0.0,0.176,0.101,1.0,0.0,12,191,38,76,10,5,30,3,0,10,6,MTY,0,17,3,89,19,5.0,2.0,0.0,0.0,11.2,19.9,19.7,47.4,19.7,13.2,0.14,0.27
2024,5483.0,Sultanes de Monterrey,606213,Yermín Mercedes,7,LF,56,15.0,28.0,0.0,0,0.263,2.0,1.0,0.0,5.0,252,4.5,1.8,26.8,0.018,0.067,0.074,1.0,0.0,11,122,30,39,5,2,10,1,0,10,0,MTY,1,15,1,54,11,1.0,0.0,0.0,8.3,11.9,24.6,30.8,25.6,30.8,12.8,0.25,0.245
2024,5483.0,Sultanes de Monterrey,666177,Carter Aldrete,6,SS,70,20.0,28.0,0.0,1,0.231,5.0,0.0,5.0,15.0,242,3.457,5.7,18.6,0.014,0.308,0.108,1.0,1.0,10,127,31,53,4,3,23,2,0,4,7,MTY,1,13,4,65,13,4.0,0.0,0.0,8.3,12.8,24.4,22.6,56.6,13.2,7.5,0.129,0.261
2024,5483.0,Sultanes de Monterrey,811361,Joel Flores,7,LF,14,2.0,1.0,0.0,0,0.2,0.0,0.0,0.0,1.0,59,4.214,21.4,7.1,0.0,3.0,0.0,1.0,0.0,3,24,3,10,2,0,3,0,0,1,1,MTY,0,1,3,11,2,0.0,0.0,0.0,0.0,5.1,12.5,30.0,40.0,10.0,20.0,-0.143,0.293
2024,5483.0,Sultanes de Monterrey,656252,Bobby Bradley,3,1B,78,21.0,36.0,0.0,0,0.282,6.0,0.0,0.0,4.0,306,3.923,11.5,37.2,0.013,0.31,0.13,0.0,0.0,6,138,50,40,3,2,17,1,0,6,5,MTY,1,29,9,69,12,4.0,1.0,1.0,14.3,16.3,36.2,17.5,55.0,20.0,7.5,0.257,0.27
2024,5483.0,Sultanes de Monterrey,640460,Dustin Peterson,9,RF,100,23.0,54.0,0.0,1,0.215,6.0,1.0,4.0,14.0,423,4.23,10.0,23.0,0.01,0.435,0.091,1.0,0.0,12,184,42,66,7,6,26,1,0,9,5,MTY,1,23,10,88,15,5.0,0.0,0.0,7.7,9.9,22.8,19.7,47.0,22.7,10.6,0.13,0.258
2024,5483.0,Sultanes de Monterrey,697779,Jose Robledo,X,X,8,1.0,3.0,0.0,0,0.2,0.0,0.0,0.0,1.0,37,4.625,12.5,25.0,0.0,0.5,0.0,0.0,0.0,0,13,1,5,2,0,2,0,0,0,1,MTY,0,2,1,7,1,0.0,0.0,0.0,,2.7,7.7,0.0,60.0,0.0,40.0,0.125,0.21
2024,5483.0,Sultanes de Monterrey,453575,Jose Guadalupe Chavez,4,2B,21,5.0,13.0,2.0,0,0.1,1.0,0.0,0.0,3.0,78,3.714,19.0,19.0,0.048,1.0,0.2,0.0,0.0,5,34,7,13,1,0,5,0,0,2,0,MTY,1,4,4,15,2,0.0,0.0,0.0,20.0,9.0,20.6,38.5,38.5,15.4,7.7,0.0,0.294
2024,5483.0,Sultanes de Monterrey,659253,Aldo Flores,6,SS,19,1.0,4.0,0.0,1,0.111,0.0,0.0,0.0,0.0,86,4.526,15.8,36.8,0.0,0.429,0.0,0.0,0.0,3,40,15,9,1,0,4,1,0,0,0,MTY,0,7,3,15,1,0.0,0.0,0.0,0.0,17.4,37.5,44.4,44.4,0.0,11.1,0.21,0.166
2024,5483.0,Sultanes de Monterrey,680643,Juan Mora,5,3B,18,1.0,5.0,0.0,0,0.125,0.0,1.0,0.0,0.0,72,4.0,11.1,38.9,0.0,0.286,0.0,0.0,0.0,1,32,14,8,0,1,5,0,0,1,0,MTY,0,7,2,15,1,0.0,0.0,0.0,0.0,19.4,43.8,12.5,62.5,25.0,0.0,0.278,0.177
2024,5483.0,Sultanes de Monterrey,676203,Marcos Castañon,4,2B,29,2.0,16.0,0.0,0,0.05,1.0,0.0,2.0,5.0,97,3.345,6.9,24.1,0.0,0.286,0.037,1.0,0.0,7,59,18,20,1,1,10,0,0,0,1,MTY,0,7,2,27,1,1.0,0.0,0.0,0.0,18.6,30.5,35.0,55.0,5.0,5.0,0.172,0.098
2024,5483.0,Sultanes de Monterrey,702090,Edgar Bravo,7,LF,3,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13,4.333,66.7,0.0,0.0,,0.0,0.0,0.0,0,2,0,1,0,0,1,0,0,0,0,MTY,0,0,2,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,100.0,0.0,0.0,-0.667,0.488
2024,,,453575,Jose Guadalupe Chavez,,2B,55,,,,0,0.176,,,,,204,,9.1,23.6,0.0181818181818181,0.3846153846153846,,,,11,99,22,37,6,3,10,2,0,4,1,2 Teams,1,13,5,48,7,,,,7.7,10.8,22.2,35.1,29.7,18.9,16.2,,0.235
2024,,,510548,Jose Heberto Felix,,C,32,,,,1,0.08,,,,,96,,3.1,9.4,0.0,0.3333333333333333,,,,9,53,8,26,7,3,5,0,0,0,2,2 Teams,0,3,1,27,2,,,,0.0,8.3,15.1,34.6,26.9,11.5,26.9,,0.13
2024,,,606143,Alejandro Mejia,,DH,101,,,,1,0.206,,,,,364,,5.9,26.7,0.0396039603960396,0.2222222222222222,,,,14,199,76,67,8,1,27,4,1,11,1,2 Teams,4,27,6,93,17,,,,22.2,20.9,38.2,26.9,41.8,17.9,13.4,,0.269
2024,,,624523,Riley Unroe,,2B,53,,,,0,0.222,,,,,199,,13.2,7.5,0.0,1.75,,,,10,89,14,41,3,1,19,2,0,2,4,2 Teams,0,4,7,40,8,,,,0.0,7.0,15.7,29.3,56.1,7.3,7.3,,0.278
2024,,,640460,Dustin Peterson,,RF,128,,,,1,0.21,,,,,549,,10.2,25.0,0.0078125,0.40625,,,,18,244,60,82,9,7,30,1,0,10,7,2 Teams,1,32,13,113,18,,,,5.3,10.9,24.6,23.2,45.1,20.7,11.0,,0.241
2024,,,656252,Bobby Bradley,,1B,110,,,,0,0.283,,,,,439,,14.5,35.5,0.0181818181818181,0.4102564102564102,,,,7,189,69,55,3,3,25,3,0,6,8,2 Teams,2,39,16,94,17,,,,20.0,15.7,36.5,18.2,60.0,16.4,5.5,,0.297
2024,,,664009,Brantley Bell,,"3B,1B",96,,,,0,0.25,,,,,364,,7.3,16.7,0.0208333333333333,0.4375,,,,9,161,39,71,10,5,28,5,1,8,5,2 Teams,2,16,7,86,19,,,,14.3,10.7,24.2,19.7,46.5,18.3,15.5,,0.298
2024,,,677977,Edgar Robles,,LF,29,,,,0,0.294,,,,,113,,20.7,17.2,0.0344827586206896,1.2,,,,4,49,13,18,2,0,6,3,0,0,3,2 Teams,1,5,6,23,6,,,,14.3,11.5,26.5,38.9,50.0,0.0,11.1,,0.422
2024,,,679589,Fernando Villegas,,"LF,RF",112,,,,1,0.26,,,,,415,,5.4,20.5,0.0267857142857142,0.2608695652173913,,,,21,192,48,78,2,5,28,8,0,9,5,2 Teams,3,23,6,98,22,,,,10.3,11.6,25.0,37.2,42.3,17.9,2.6,,0.303
