game_id,date,trajectory,event,coordX,coordY,pitchername,pitcherid,pitcher_hand,batter_name,batter_id,bat_side,split_batter,split_pitcher,balls,strikes,outs,isOut
638247,2020-11-28,fly_ball,field_out,113.8,50.64,Ernesto Zaragoza,592889,Right,Fabricio Macias,671246,Right,vs_RHP,vs_RHB,1,0,0,True
638247,2020-11-28,ground_ball,field_out,116.85,163.13,Ernesto Zaragoza,592889,Right,Daniel Castro,593495,Right,vs_RHP,vs_RHB,0,1,1,True
638247,2020-11-28,ground_ball,field_out,151.9,155.49,Ernesto Zaragoza,592889,Right,Luis Juarez,550492,Right,vs_RHP,vs_RHB,1,0,2,True
638247,2020-11-28,line_drive,double_play,127.01,187.56,Daniel Flores,674481,Right,Alejo Lopez,664670,Left,vs_RHP,vs_LHB,2,2,0,True
638247,2020-11-28,ground_ball,field_out,151.9,149.39,Daniel Flores,674481,Right,Dustin Peterson,640460,Right,vs_RHP,vs_RHB,1,2,2,True
638247,2020-11-28,ground_ball,field_out,148.34,146.84,Ernesto Zaragoza,592889,Right,Eric Aguilera,643192,Left,vs_RHP,vs_LHB,1,0,0,True
638247,2020-11-28,fly_ball,field_out,171.71,103.58,Ernesto Zaragoza,592889,Right,Michael Choice,574831,Right,vs_RHP,vs_RHB,3,1,1,True
638247,2020-11-28,ground_ball,single,157.49,97.98,Daniel Flores,674481,Right,Paulo Orlando,449181,Right,vs_RHP,vs_RHB,1,2,0,False
638247,2020-11-28,ground_ball,single,185.43,123.43,Daniel Flores,674481,Right,Ricardo Serrano,495664,Left,vs_RHP,vs_LHB,0,0,0,True
638247,2020-11-28,ground_ball,double,185.43,137.68,Daniel Flores,674481,Right,Roberto Valenzuela,672438,Right,vs_RHP,vs_RHB,0,1,1,False
638247,2020-11-28,fly_ball,field_out,200.16,125.46,Daniel Flores,674481,Right,Alberto Carreon,549930,Right,vs_RHP,vs_RHB,0,0,2,True
638247,2020-11-28,line_drive,field_out,149.87,166.18,Ernesto Zaragoza,592889,Right,Alex D. Mejia,622270,Right,vs_RHP,vs_RHB,0,2,0,True
638247,2020-11-28,line_drive,field_out,173.23,104.09,Ernesto Zaragoza,592889,Right,Javier Salazar,665745,Left,vs_RHP,vs_LHB,2,0,1,True
638247,2020-11-28,ground_ball,field_out,118.37,166.18,Ernesto Zaragoza,592889,Right,Fabricio Macias,671246,Right,vs_RHP,vs_RHB,2,2,2,True
638247,2020-11-28,fly_ball,field_out,205.24,93.4,Daniel Flores,674481,Right,Jose Aguilar,591572,Right,vs_RHP,vs_RHB,0,0,0,True
638247,2020-11-28,ground_ball,single,177.3,122.41,Daniel Flores,674481,Right,Alejo Lopez,664670,Left,vs_RHP,vs_LHB,1,0,1,False
638247,2020-11-28,fly_ball,double,27.96,100.52,Daniel Flores,674481,Right,Dustin Peterson,640460,Right,vs_RHP,vs_RHB,0,1,1,False
638247,2020-11-28,ground_ball,field_out,130.56,191.12,Daniel Flores,674481,Right,Paulo Orlando,449181,Right,vs_RHP,vs_RHB,1,0,1,True
638247,2020-11-28,popup,field_out,171.71,157.53,Daniel Flores,674481,Right,Jose Amador,477369,Right,vs_RHP,vs_RHB,0,2,2,True
638247,2020-11-28,popup,field_out,104.15,122.41,Ernesto Zaragoza,592889,Right,Daniel Castro,593495,Right,vs_RHP,vs_RHB,0,1,0,True
638247,2020-11-28,line_drive,home_run,104.66,24.69,Ernesto Zaragoza,592889,Right,Luis Juarez,550492,Right,vs_RHP,vs_RHB,0,2,1,False
638247,2020-11-28,line_drive,home_run,174.76,35.37,Ernesto Zaragoza,592889,Right,Michael Choice,574831,Right,vs_RHP,vs_RHB,0,1,1,False
