PA,2B,3B,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,HR,K,BB,numP,HBP,SF,H,AB,FO,IBB,season,1B,SLG,OBP,OPS,AVG,BABIP,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K%,BB%,BB/K,wOBA
11920,441.0,39.0,20948,5014,8291,806,442,2865,487,16,1066,952,185,2284,1170,46072,174.0,110,2521,10316,1657,47.0,2024,1856.0,0.348,0.328,0.6759999999999999,0.244,0.294,8.6,10.9,23.9,25.9,46.0,18.2,9.9,19.2,9.8,0.5122591943957968,0.32
